step,boundary,start_monotonic,lateness_ms,overrun,reanchored,measured_act_shoulder_pan,measured_act_shoulder_lift,measured_act_elbow_flex,measured_act_wrist_flex,measured_act_wrist_roll,measured_act_gripper,policy_act_shoulder_pan,policy_act_shoulder_lift,policy_act_elbow_flex,policy_act_wrist_flex,policy_act_wrist_roll,policy_act_gripper,requested_act_shoulder_pan,requested_act_shoulder_lift,requested_act_elbow_flex,requested_act_wrist_flex,requested_act_wrist_roll,requested_act_gripper,executed_act_shoulder_pan,executed_act_shoulder_lift,executed_act_elbow_flex,executed_act_wrist_flex,executed_act_wrist_roll,executed_act_gripper,sent_physical_shoulder_pan,sent_physical_shoulder_lift,sent_physical_elbow_flex,sent_physical_wrist_flex,sent_physical_wrist_roll,sent_physical_gripper,returned_physical_shoulder_pan,returned_physical_shoulder_lift,returned_physical_elbow_flex,returned_physical_wrist_flex,returned_physical_wrist_roll,returned_physical_gripper,raw_goal_ticks_shoulder_pan,raw_goal_ticks_shoulder_lift,raw_goal_ticks_elbow_flex,raw_goal_ticks_wrist_flex,raw_goal_ticks_wrist_roll,raw_goal_ticks_gripper,hold_reason,consecutive_holds,frame_seq,frame_unix_time,frame_age_ms,read_ms,observe_ms,infer_ms,gate_ms,send_ms,step_ms
10,0,0.3333333333333333,-29.490,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007169,-2.862851,2.882463,1.362858,-0.049152,0.229423,0.007169,-2.862851,2.882463,1.362858,-0.049152,0.229423,0.007169,-2.862851,2.882463,1.362858,-0.049152,0.229423,0.228188,-91.127388,91.751648,43.381104,-1.564568,13.495481,0.228188,-91.127388,91.751648,43.381104,-1.564568,13.495481,1954,1043,3075,2499,2015,2116,,0,,,,1.54,,0.02,0.39,1.49,33.09
11,0,0.36666666666666664,-29.604,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007482,-2.863170,2.882239,1.362970,-0.049101,0.229386,0.007482,-2.863170,2.882239,1.362970,-0.049101,0.229386,0.007482,-2.863170,2.882239,1.362971,-0.049101,0.229386,0.238159,-91.137535,91.744507,43.384689,-1.562935,13.493294,0.238159,-91.137535,91.744507,43.384689,-1.562935,13.493294,1954,1043,3075,2500,2015,2116,,0,,,,1.46,,0.02,0.38,1.58,33.19
12,0,0.4,-29.640,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007782,-2.863489,2.882035,1.363091,-0.049056,0.229298,0.007782,-2.863489,2.882035,1.363091,-0.049056,0.229298,0.007782,-2.863489,2.882035,1.363091,-0.049056,0.229298,0.247719,-91.147675,91.738037,43.388550,-1.561485,13.488129,0.247719,-91.147675,91.738037,43.388550,-1.561485,13.488129,1954,1043,3075,2500,2015,2116,,0,,,,1.43,,0.02,0.42,1.52,33.19
13,0,0.43333333333333335,-29.593,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008017,-2.863813,2.881877,1.363192,-0.049021,0.229163,0.008017,-2.863813,2.881877,1.363192,-0.049021,0.229163,0.008017,-2.863813,2.881877,1.363192,-0.049021,0.229163,0.255188,-91.157990,91.733002,43.391754,-1.560394,13.480165,0.255188,-91.157990,91.733002,43.391754,-1.560394,13.480165,1954,1043,3075,2500,2015,2116,,0,,,,1.44,,0.02,0.39,1.58,33.13
14,0,0.4666666666666667,-29.572,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008198,-2.864166,2.881801,1.363308,-0.048990,0.228995,0.008198,-2.864166,2.881801,1.363308,-0.048990,0.228995,0.008198,-2.864166,2.881801,1.363308,-0.048990,0.228995,0.260948,-91.169250,91.730576,43.395447,-1.559418,13.470322,0.260948,-91.169250,91.730576,43.395447,-1.559418,13.470322,1954,1043,3075,2500,2015,2116,,0,,,,1.39,,0.03,0.42,1.62,33.21
15,0,0.5,-29.619,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008369,-2.864570,2.881819,1.363465,-0.048965,0.228840,0.008369,-2.864570,2.881819,1.363465,-0.048965,0.228840,0.008369,-2.864570,2.881819,1.363465,-0.048965,0.228840,0.266396,-91.182106,91.731155,43.400436,-1.558594,13.461200,0.266396,-91.182106,91.731155,43.400436,-1.558594,13.461200,1954,1043,3075,2500,2015,2115,,0,,,,1.38,,0.02,0.44,1.57,33.13
16,0,0.5333333333333333,-29.196,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008541,-2.865003,2.881903,1.363649,-0.048942,0.228741,0.008541,-2.865003,2.881903,1.363649,-0.048942,0.228741,0.008541,-2.865003,2.881903,1.363649,-0.048942,0.228741,0.271858,-91.195877,91.733810,43.406296,-1.557861,13.455349,0.271858,-91.195877,91.733810,43.406296,-1.557861,13.455349,1954,1042,3075,2500,2015,2115,,0,,,,1.61,,0.03,0.52,1.70,33.26
17,0,0.5666666666666667,-29.364,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008687,-2.865442,2.882015,1.363842,-0.048922,0.228707,0.008687,-2.865442,2.882015,1.363842,-0.048922,0.228707,0.008687,-2.865442,2.882015,1.363842,-0.048922,0.228707,0.276505,-91.209839,91.737396,43.412445,-1.557228,13.453341,0.276505,-91.209839,91.737396,43.412445,-1.557228,13.453341,1955,1042,3075,2500,2015,2115,,0,,,,1.47,,0.03,0.43,1.67,33.12
18,0,0.6,-29.147,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008785,-2.865858,2.882134,1.364048,-0.048905,0.228707,0.008785,-2.865858,2.882134,1.364048,-0.048905,0.228707,0.008785,-2.865858,2.882134,1.364048,-0.048905,0.228707,0.279617,-91.223099,91.741165,43.418991,-1.556686,13.453325,0.279617,-91.223099,91.741165,43.418991,-1.556686,13.453325,1955,1042,3075,2500,2015,2115,,0,,,,1.64,,0.04,0.52,1.66,33.17
19,0,0.6333333333333333,-29.533,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008835,-2.866227,2.882244,1.364266,-0.048890,0.228692,0.008835,-2.866227,2.882244,1.364266,-0.048890,0.228692,0.008835,-2.866227,2.882244,1.364266,-0.048890,0.228692,0.281212,-91.234840,91.744690,43.425934,-1.556206,13.452482,0.281212,-91.234840,91.744690,43.425934,-1.556206,13.452482,1955,1042,3075,2500,2015,2115,,0,,,,1.46,,0.02,0.46,1.55,33.17
20,0,0.6666666666666666,-29.473,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008812,-2.866528,2.882336,1.364492,-0.048875,0.228636,0.008812,-2.866528,2.882336,1.364492,-0.048875,0.228636,0.008812,-2.866529,2.882336,1.364493,-0.048875,0.228636,0.280510,-91.244431,91.747620,43.433136,-1.555756,13.449192,0.280510,-91.244431,91.747620,43.433136,-1.555756,13.449192,1955,1042,3075,2500,2015,2115,,0,,,,1.53,,0.03,0.42,1.61,33.20
21,0,0.7,-29.501,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008728,-2.866734,2.882375,1.364718,-0.048861,0.228564,0.008728,-2.866734,2.882375,1.364718,-0.048861,0.228564,0.008728,-2.866734,2.882375,1.364718,-0.048861,0.228564,0.277817,-91.250977,91.748856,43.440323,-1.555283,13.444937,0.277817,-91.250977,91.748856,43.440323,-1.555283,13.444937,1955,1042,3075,2500,2015,2115,,0,,,,1.47,,0.03,0.45,1.59,33.22
22,0,0.7333333333333333,-29.653,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008634,-2.866854,2.882365,1.364978,-0.048842,0.228522,0.008634,-2.866854,2.882365,1.364978,-0.048842,0.228522,0.008634,-2.866854,2.882365,1.364978,-0.048842,0.228522,0.274811,-91.254784,91.748520,43.448578,-1.554680,13.442451,0.274811,-91.254784,91.748520,43.448578,-1.554680,13.442451,1955,1042,3075,2500,2015,2115,,0,,,,1.39,,0.03,0.41,1.54,33.12
23,0,0.7666666666666667,-29.042,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008574,-2.866911,2.882327,1.365309,-0.048817,0.228542,0.008574,-2.866911,2.882327,1.365309,-0.048817,0.228542,0.008574,-2.866911,2.882327,1.365309,-0.048817,0.228542,0.272926,-91.256599,91.747314,43.459137,-1.553894,13.443622,0.272926,-91.256599,91.747314,43.459137,-1.553894,13.443622,1954,1042,3075,2500,2015,2115,,0,,,,1.39,,0.03,0.84,1.75,33.19
24,0,0.8,-29.419,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008585,-2.866906,2.882263,1.365688,-0.048784,0.228632,0.008585,-2.866906,2.882263,1.365688,-0.048784,0.228632,0.008585,-2.866906,2.882263,1.365688,-0.048784,0.228632,0.273277,-91.256439,91.745285,43.471207,-1.552841,13.448921,0.273277,-91.256439,91.745285,43.471207,-1.552841,13.448921,1954,1042,3075,2501,2015,2115,,0,,,,1.50,,0.03,0.49,1.61,33.18
25,0,0.8333333333333334,-29.583,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008682,-2.866825,2.882159,1.366030,-0.048745,0.228776,0.008682,-2.866825,2.882159,1.366030,-0.048745,0.228776,0.008682,-2.866825,2.882159,1.366030,-0.048745,0.228776,0.276352,-91.253883,91.741974,43.482086,-1.551598,13.457409,0.276352,-91.253883,91.741974,43.482086,-1.551598,13.457409,1955,1042,3075,2501,2015,2115,,0,,,,1.44,,0.03,0.42,1.61,33.25
26,0,0.8666666666666667,-29.110,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008803,-2.866688,2.882029,1.366287,-0.048708,0.228937,0.008803,-2.866688,2.882029,1.366287,-0.048708,0.228937,0.008803,-2.866688,2.882029,1.366287,-0.048708,0.228937,0.280205,-91.249519,91.737823,43.490250,-1.550438,13.466862,0.280205,-91.249519,91.737823,43.490250,-1.550438,13.466862,1955,1042,3075,2501,2015,2116,,0,,,,1.51,,0.03,0.42,1.94,33.19
27,0,0.9,-29.383,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008868,-2.866529,2.881894,1.366458,-0.048682,0.229078,0.008868,-2.866529,2.881894,1.366458,-0.048682,0.229078,0.008868,-2.866529,2.881894,1.366458,-0.048682,0.229078,0.282288,-91.244461,91.733536,43.495697,-1.549591,13.475198,0.282288,-91.244461,91.733536,43.495697,-1.549591,13.475198,1955,1042,3075,2501,2015,2116,,0,,,,1.57,,0.03,0.46,1.59,33.19
28,0,0.9333333333333333,-29.522,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008830,-2.866391,2.881790,1.366582,-0.048668,0.229184,0.008830,-2.866391,2.881790,1.366582,-0.048668,0.229184,0.008830,-2.866391,2.881790,1.366582,-0.048668,0.229184,0.281075,-91.240051,91.730240,43.499664,-1.549149,13.481426,0.281075,-91.240051,91.730240,43.499664,-1.549149,13.481426,1955,1042,3075,2501,2015,2116,,0,,,,1.53,,0.02,0.39,1.58,33.19
29,0,0.9666666666666667,-29.579,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008722,-2.866302,2.881748,1.366681,-0.048666,0.229244,0.008722,-2.866302,2.881748,1.366681,-0.048666,0.229244,0.008722,-2.866302,2.881748,1.366681,-0.048666,0.229244,0.277641,-91.237213,91.728897,43.502808,-1.549103,13.484952,0.277641,-91.237213,91.728897,43.502808,-1.549103,13.484952,1955,1042,3075,2501,2015,2116,,0,,,,1.46,,0.03,0.42,1.52,33.18
30,0,1.0,-29.268,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008574,-2.866274,2.881793,1.366733,-0.048676,0.229246,0.008574,-2.866274,2.881793,1.366733,-0.048676,0.229246,0.008574,-2.866274,2.881793,1.366733,-0.048676,0.229246,0.272919,-91.236343,91.730316,43.504471,-1.549393,13.485065,0.272919,-91.236343,91.730316,43.504471,-1.549393,13.485065,1954,1042,3075,2501,2015,2116,,0,,,,1.40,,0.03,0.44,1.91,33.21
31,0,1.0333333333333334,-29.553,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008394,-2.866304,2.881932,1.366683,-0.048694,0.229155,0.008394,-2.866304,2.881932,1.366683,-0.048694,0.229155,0.008394,-2.866304,2.881932,1.366683,-0.048694,0.229155,0.267181,-91.237297,91.734741,43.502869,-1.549980,13.479731,0.267181,-91.237297,91.734741,43.502869,-1.549980,13.479731,1954,1042,3075,2501,2015,2116,,0,,,,1.47,,0.03,0.41,1.55,33.17
32,0,1.0666666666666667,-29.748,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.008180,-2.866365,2.882164,1.366482,-0.048724,0.228983,0.008180,-2.866365,2.882164,1.366482,-0.048724,0.228983,0.008180,-2.866365,2.882164,1.366482,-0.048724,0.228983,0.260376,-91.239227,91.742126,43.496475,-1.550934,13.469559,0.260376,-91.239227,91.742126,43.496475,-1.550934,13.469559,1954,1042,3075,2501,2015,2116,,0,,,,1.34,,0.02,0.40,1.52,33.21
33,0,1.1,-29.028,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007955,-2.866419,2.882447,1.366084,-0.048765,0.228809,0.007955,-2.866419,2.882447,1.366084,-0.048765,0.228809,0.007955,-2.866419,2.882447,1.366084,-0.048765,0.228809,0.253212,-91.240952,91.751144,43.483810,-1.552238,13.459360,0.253212,-91.240952,91.751144,43.483810,-1.552238,13.459360,1954,1042,3075,2501,2015,2115,,0,,,,1.64,,0.03,0.56,1.72,33.17
34,0,1.1333333333333333,-28.842,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007745,-2.866455,2.882735,1.365512,-0.048811,0.228740,0.007745,-2.866455,2.882735,1.365512,-0.048811,0.228740,0.007745,-2.866455,2.882735,1.365512,-0.048811,0.228740,0.246536,-91.242081,91.760315,43.465591,-1.553711,13.455280,0.246536,-91.242081,91.760315,43.465591,-1.553711,13.455280,1954,1042,3075,2500,2015,2115,,0,,,,1.73,,0.03,0.49,1.85,33.18
35,0,1.1666666666666667,-28.277,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007544,-2.866495,2.882989,1.364854,-0.048858,0.228833,0.007544,-2.866495,2.882989,1.364854,-0.048858,0.228833,0.007544,-2.866495,2.882989,1.364854,-0.048857,0.228833,0.240135,-91.243355,91.768372,43.444656,-1.555183,13.460743,0.240135,-91.243355,91.768372,43.444656,-1.555183,13.460743,1954,1042,3075,2500,2015,2115,,0,,,,2.27,,0.03,0.48,1.84,33.14
36,0,1.2,-29.152,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007346,-2.866556,2.883175,1.364211,-0.048898,0.229087,0.007346,-2.866556,2.883175,1.364211,-0.048898,0.229087,0.007346,-2.866556,2.883175,1.364211,-0.048898,0.229087,0.233818,-91.245316,91.774292,43.424179,-1.556473,13.475698,0.233818,-91.245316,91.774292,43.424179,-1.556473,13.475698,1954,1042,3075,2500,2015,2116,,0,,,,1.64,,0.03,0.53,1.63,33.22
37,0,1.2333333333333334,-29.568,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007144,-2.866645,2.883288,1.363658,-0.048928,0.229453,0.007144,-2.866645,2.883288,1.363658,-0.048928,0.229453,0.007144,-2.866645,2.883288,1.363658,-0.048928,0.229453,0.227394,-91.248138,91.777893,43.406586,-1.557411,13.497242,0.227394,-91.248138,91.777893,43.406586,-1.557411,13.497242,1954,1042,3075,2500,2015,2116,,0,,,,1.41,,0.02,0.40,1.46,33.02
38,0,1.2666666666666666,-29.690,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.006988,-2.866784,2.883346,1.363271,-0.048944,0.229843,0.006988,-2.866784,2.883346,1.363271,-0.048944,0.229843,0.006988,-2.866784,2.883346,1.363271,-0.048944,0.229843,0.222443,-91.252579,91.779755,43.394241,-1.557930,13.520148,0.222443,-91.252579,91.779755,43.394241,-1.557930,13.520148,1954,1042,3075,2500,2015,2116,,0,,,,1.34,,0.02,0.40,1.59,33.24
39,0,1.3,-29.426,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.006951,-2.866964,2.883355,1.363060,-0.048944,0.230152,0.006951,-2.866964,2.883355,1.363060,-0.048944,0.230152,0.006951,-2.866964,2.883355,1.363060,-0.048944,0.230152,0.221252,-91.258293,91.780029,43.387543,-1.557922,13.538376,0.221252,-91.258293,91.780029,43.387543,-1.557922,13.538376,1954,1042,3075,2500,2015,2117,,0,,,,1.53,,0.06,0.41,1.54,33.10
40,0,1.3333333333333333,-29.564,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007053,-2.867116,2.883269,1.362920,-0.048925,0.230309,0.007053,-2.867116,2.883269,1.362920,-0.048925,0.230309,0.007053,-2.867117,2.883268,1.362920,-0.048925,0.230309,0.224518,-91.263153,91.777283,43.383087,-1.557327,13.547564,0.224518,-91.263153,91.777283,43.383087,-1.557327,13.547564,1954,1042,3075,2500,2015,2117,,0,,,,1.53,,0.02,0.40,1.53,33.21
41,0,1.3666666666666667,-29.068,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007259,-2.867208,2.883077,1.362768,-0.048891,0.230266,0.007259,-2.867208,2.883077,1.362768,-0.048891,0.230266,0.007259,-2.867208,2.883077,1.362768,-0.048891,0.230266,0.231049,-91.266075,91.771194,43.378265,-1.556252,13.545039,0.231049,-91.266075,91.771194,43.378265,-1.556252,13.545039,1954,1042,3075,2499,2015,2117,,0,,,,1.42,,0.02,0.50,1.97,33.15
42,0,1.4,-29.704,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007416,-2.867236,2.882801,1.362574,-0.048850,0.230021,0.007416,-2.867236,2.882801,1.362574,-0.048850,0.230021,0.007416,-2.867236,2.882801,1.362574,-0.048850,0.230021,0.236046,-91.266953,91.762405,43.372070,-1.554947,13.530621,0.236046,-91.266953,91.762405,43.372070,-1.554947,13.530621,1954,1042,3075,2499,2015,2116,,0,,,,1.35,,0.02,0.46,1.51,33.20
43,0,1.4333333333333333,-29.745,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007429,-2.867222,2.882499,1.362356,-0.048812,0.229593,0.007429,-2.867222,2.882499,1.362356,-0.048812,0.229593,0.007429,-2.867222,2.882499,1.362356,-0.048812,0.229593,0.236488,-91.266510,91.752792,43.365143,-1.553741,13.505498,0.236488,-91.266510,91.752792,43.365143,-1.553741,13.505498,1954,1042,3075,2499,2015,2116,,0,,,,1.34,,0.02,0.45,1.49,33.17
44,0,1.4666666666666666,-29.477,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007348,-2.867176,2.882205,1.362097,-0.048784,0.229008,0.007348,-2.867176,2.882205,1.362097,-0.048784,0.229008,0.007348,-2.867176,2.882205,1.362097,-0.048784,0.229008,0.233902,-91.265053,91.743439,43.356888,-1.552841,13.471031,0.233902,-91.265053,91.743439,43.356888,-1.552841,13.471031,1954,1042,3075,2499,2015,2116,,0,,,,1.59,,0.03,0.42,1.53,33.23
45,0,1.5,-29.382,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007346,-2.867106,2.881916,1.361790,-0.048763,0.228312,0.007346,-2.867106,2.881916,1.361790,-0.048763,0.228312,0.007346,-2.867106,2.881916,1.361790,-0.048763,0.228312,0.233841,-91.262817,91.734238,43.347122,-1.552170,13.430110,0.233841,-91.262817,91.734238,43.347122,-1.552170,13.430110,1954,1042,3075,2499,2015,2115,,0,,,,1.45,,0.02,0.47,1.68,33.22
46,0,1.5333333333333334,-29.388,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007478,-2.867050,2.881652,1.361500,-0.048746,0.227574,0.007478,-2.867050,2.881652,1.361500,-0.048746,0.227574,0.007478,-2.867050,2.881653,1.361500,-0.048746,0.227574,0.238037,-91.261024,91.725845,43.337891,-1.551636,13.386724,0.238037,-91.261024,91.725845,43.337891,-1.551636,13.386724,1954,1042,3075,2499,2015,2114,,0,,,,1.47,,0.03,0.47,1.58,33.15
47,0,1.5666666666666667,-29.543,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007698,-2.867067,2.881474,1.361339,-0.048735,0.226876,0.007698,-2.867067,2.881474,1.361339,-0.048735,0.226876,0.007698,-2.867067,2.881474,1.361338,-0.048735,0.226876,0.245033,-91.261566,91.720169,43.332748,-1.551285,13.345641,0.245033,-91.261566,91.720169,43.332748,-1.551285,13.345641,1954,1042,3075,2499,2015,2114,,0,,,,1.50,,0.03,0.40,1.50,33.09
48,0,1.6,-29.737,0,0,0.008607,-2.862092,2.920832,1.362867,-0.049866,0.227751,0.007951,-2.867182,2.881401,1.361346,-0.048729,0.226311,0.007951,-2.867182,2.881401,1.361346,-0.048729,0.226311,0.007951,-2.867182,2.881401,1.361346,-0.048729,0.226311,0.253105,-91.265244,91.717834,43.332977,-1.551086,13.312432,0.253105,-91.265244,91.717834,43.332977,-1.551086,13.312432,1954,1042,3075,2499,2015,2113,,0,,,,1.44,,0.02,0.43,1.42,33.22
