step,boundary,start_monotonic,lateness_ms,overrun,reanchored,measured_act_shoulder_pan,measured_act_shoulder_lift,measured_act_elbow_flex,measured_act_wrist_flex,measured_act_wrist_roll,measured_act_gripper,policy_act_shoulder_pan,policy_act_shoulder_lift,policy_act_elbow_flex,policy_act_wrist_flex,policy_act_wrist_roll,policy_act_gripper,requested_act_shoulder_pan,requested_act_shoulder_lift,requested_act_elbow_flex,requested_act_wrist_flex,requested_act_wrist_roll,requested_act_gripper,executed_act_shoulder_pan,executed_act_shoulder_lift,executed_act_elbow_flex,executed_act_wrist_flex,executed_act_wrist_roll,executed_act_gripper,sent_physical_shoulder_pan,sent_physical_shoulder_lift,sent_physical_elbow_flex,sent_physical_wrist_flex,sent_physical_wrist_roll,sent_physical_gripper,returned_physical_shoulder_pan,returned_physical_shoulder_lift,returned_physical_elbow_flex,returned_physical_wrist_flex,returned_physical_wrist_roll,returned_physical_gripper,raw_goal_ticks_shoulder_pan,raw_goal_ticks_shoulder_lift,raw_goal_ticks_elbow_flex,raw_goal_ticks_wrist_flex,raw_goal_ticks_wrist_roll,raw_goal_ticks_gripper,hold_reason,consecutive_holds,frame_seq,frame_unix_time,frame_age_ms,read_ms,observe_ms,infer_ms,gate_ms,send_ms,step_ms
10,0,0.3333333333333333,-29.371,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.014769,-2.855649,2.847916,1.374344,-0.033284,0.225632,-0.014769,-2.855649,2.847916,1.374344,-0.033284,0.225632,-0.014769,-2.855649,2.847916,1.374344,-0.033284,0.225632,-0.470123,-90.898148,90.651993,43.746704,-1.059479,13.272470,-0.470123,-90.898148,90.651993,43.746704,-1.059479,13.272470,1948,1046,3063,2504,2025,2113,,0,,,,1.54,,0.03,0.41,1.53,33.08
11,0,0.36666666666666664,-29.420,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.014232,-2.856650,2.847252,1.375447,-0.033205,0.225627,-0.014232,-2.856650,2.847252,1.375447,-0.033205,0.225627,-0.014232,-2.856650,2.847253,1.375447,-0.033205,0.225627,-0.453011,-90.929985,90.630859,43.781845,-1.056938,13.272196,-0.453011,-90.929985,90.630859,43.781845,-1.056938,13.272196,1948,1045,3063,2504,2025,2113,,0,,,,1.49,,0.02,0.40,1.56,33.09
12,0,0.4,-29.473,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013763,-2.857588,2.846688,1.376467,-0.033140,0.225404,-0.013763,-2.857588,2.846688,1.376467,-0.033140,0.225404,-0.013763,-2.857588,2.846688,1.376467,-0.033140,0.225404,-0.438080,-90.959839,90.612885,43.814285,-1.054893,13.259086,-0.438080,-90.959839,90.612885,43.814285,-1.054893,13.259086,1948,1045,3062,2504,2025,2112,,0,,,,1.57,,0.02,0.40,1.56,33.24
13,0,0.43333333333333335,-29.426,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013435,-2.858457,2.846256,1.377291,-0.033096,0.225063,-0.013435,-2.858457,2.846256,1.377291,-0.033096,0.225063,-0.013435,-2.858457,2.846256,1.377291,-0.033096,0.225063,-0.427666,-90.987511,90.599152,43.840546,-1.053467,13.238991,-0.427666,-90.987511,90.599152,43.840546,-1.053467,13.238991,1948,1045,3062,2505,2025,2112,,0,,,,1.49,,0.02,0.39,1.54,33.01
14,0,0.4666666666666667,-29.314,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013237,-2.859242,2.846012,1.377921,-0.033054,0.224702,-0.013237,-2.859242,2.846012,1.377921,-0.033054,0.224702,-0.013237,-2.859242,2.846012,1.377921,-0.033054,0.224702,-0.421356,-91.012489,90.591370,43.860580,-1.052132,13.217762,-0.421356,-91.012489,90.591370,43.860580,-1.052132,13.217762,1948,1045,3062,2505,2025,2112,,0,,,,1.50,,0.03,0.47,1.66,33.14
15,0,0.5,-29.508,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013106,-2.859990,2.845962,1.378385,-0.033016,0.224439,-0.013106,-2.859990,2.845962,1.378385,-0.033016,0.224439,-0.013106,-2.859990,2.845962,1.378385,-0.033016,0.224439,-0.417175,-91.036308,90.589783,43.875366,-1.050926,13.202322,-0.417175,-91.036308,90.589783,43.875366,-1.050926,13.202322,1948,1044,3062,2505,2025,2112,,0,,,,1.39,,0.03,0.42,1.63,33.14
16,0,0.5333333333333333,-29.432,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013002,-2.860684,2.846051,1.378665,-0.032980,0.224386,-0.013002,-2.860684,2.846051,1.378665,-0.032980,0.224386,-0.013002,-2.860684,2.846051,1.378665,-0.032980,0.224386,-0.413857,-91.058388,90.592606,43.884262,-1.049797,13.199189,-0.413857,-91.058388,90.592606,43.884262,-1.049797,13.199189,1948,1044,3062,2505,2026,2112,,0,,,,1.38,,0.02,0.41,1.80,33.23
17,0,0.5666666666666667,-28.449,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.012936,-2.861246,2.846205,1.378710,-0.032946,0.224595,-0.012936,-2.861246,2.846205,1.378710,-0.032946,0.224595,-0.012936,-2.861246,2.846205,1.378710,-0.032946,0.224595,-0.411758,-91.076294,90.597534,43.885712,-1.048706,13.211452,-0.411758,-91.076294,90.597534,43.885712,-1.048706,13.211452,1948,1044,3062,2505,2026,2112,,0,,,,2.10,,0.04,0.49,1.87,33.12
18,0,0.6,-28.280,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.012935,-2.861598,2.846379,1.378527,-0.032915,0.225023,-0.012935,-2.861598,2.846379,1.378527,-0.032915,0.225023,-0.012935,-2.861598,2.846379,1.378527,-0.032915,0.225023,-0.411728,-91.087486,90.603043,43.879883,-1.047729,13.236663,-0.411728,-91.087486,90.603043,43.879883,-1.047729,13.236663,1948,1044,3062,2505,2026,2112,,0,,,,2.00,,0.04,0.82,1.83,33.16
19,0,0.6333333333333333,-29.126,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.012995,-2.861751,2.846552,1.378185,-0.032888,0.225545,-0.012995,-2.861751,2.846552,1.378185,-0.032888,0.225545,-0.012995,-2.861751,2.846552,1.378185,-0.032887,0.225545,-0.413658,-91.092354,90.608566,43.868988,-1.046844,13.267332,-0.413658,-91.092354,90.608566,43.868988,-1.046844,13.267332,1948,1044,3062,2505,2026,2113,,0,,,,1.65,,0.03,0.48,1.68,33.13
20,0,0.6666666666666666,-28.118,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013135,-2.861759,2.846731,1.377795,-0.032861,0.226004,-0.013135,-2.861759,2.846731,1.377795,-0.032861,0.226004,-0.013135,-2.861759,2.846731,1.377795,-0.032861,0.226004,-0.418106,-91.092606,90.614273,43.856567,-1.045990,13.294374,-0.418106,-91.092606,90.614273,43.856567,-1.045990,13.294374,1948,1044,3062,2505,2026,2113,,0,,,,1.67,,0.03,0.58,2.60,33.22
21,0,0.7,-29.391,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013329,-2.861677,2.846900,1.377465,-0.032832,0.226311,-0.013329,-2.861677,2.846900,1.377465,-0.032832,0.226311,-0.013329,-2.861677,2.846900,1.377465,-0.032832,0.226311,-0.424263,-91.090019,90.619629,43.846069,-1.045067,13.312420,-0.424263,-91.090019,90.619629,43.846069,-1.045067,13.312420,1948,1044,3062,2505,2026,2113,,0,,,,1.51,,0.02,0.40,1.67,33.13
22,0,0.7333333333333333,-29.530,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013520,-2.861570,2.847044,1.377291,-0.032796,0.226458,-0.013520,-2.861570,2.847044,1.377291,-0.032796,0.226458,-0.013520,-2.861570,2.847043,1.377291,-0.032796,0.226458,-0.430367,-91.086609,90.624207,43.840530,-1.043930,13.321054,-0.430367,-91.086609,90.624207,43.840530,-1.043930,13.321054,1948,1044,3062,2505,2026,2113,,0,,,,1.52,,0.02,0.39,1.59,33.18
23,0,0.7666666666666667,-29.596,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013665,-2.861480,2.847149,1.377301,-0.032752,0.226481,-0.013665,-2.861480,2.847149,1.377301,-0.032752,0.226481,-0.013665,-2.861480,2.847149,1.377301,-0.032752,0.226481,-0.434975,-91.083748,90.627579,43.840866,-1.042519,13.322392,-0.434975,-91.083748,90.627579,43.840866,-1.042519,13.322392,1948,1044,3062,2505,2026,2113,,0,,,,1.44,,0.03,0.41,1.58,33.17
24,0,0.8,-29.614,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013744,-2.861416,2.847187,1.377438,-0.032697,0.226419,-0.013744,-2.861416,2.847187,1.377438,-0.032697,0.226419,-0.013744,-2.861416,2.847187,1.377438,-0.032697,0.226419,-0.437500,-91.081688,90.628769,43.845230,-1.040794,13.318769,-0.437500,-91.081688,90.628769,43.845230,-1.040794,13.318769,1948,1044,3062,2505,2026,2113,,0,,,,1.51,,0.02,0.39,1.53,33.20
25,0,0.8333333333333334,-29.538,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013756,-2.861363,2.847135,1.377619,-0.032638,0.226311,-0.013756,-2.861363,2.847135,1.377619,-0.032638,0.226311,-0.013756,-2.861363,2.847135,1.377619,-0.032638,0.226311,-0.437874,-91.080025,90.627136,43.850967,-1.038910,13.312399,-0.437874,-91.080025,90.627136,43.850967,-1.038910,13.312399,1948,1044,3062,2505,2026,2113,,0,,,,1.49,,0.02,0.39,1.63,33.19
26,0,0.8666666666666667,-29.286,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013764,-2.861336,2.847014,1.377818,-0.032585,0.226203,-0.013764,-2.861336,2.847014,1.377818,-0.032585,0.226203,-0.013764,-2.861336,2.847014,1.377818,-0.032585,0.226203,-0.438133,-91.079147,90.623260,43.857300,-1.037224,13.306067,-0.438133,-91.079147,90.623260,43.857300,-1.037224,13.306067,1948,1044,3062,2505,2026,2113,,0,,,,1.50,,0.03,0.47,1.75,33.19
27,0,0.9,-29.427,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013844,-2.861342,2.846840,1.378049,-0.032547,0.226136,-0.013844,-2.861342,2.846840,1.378049,-0.032547,0.226136,-0.013844,-2.861342,2.846840,1.378049,-0.032547,0.226136,-0.440681,-91.079338,90.617722,43.864670,-1.035995,13.302138,-0.440681,-91.079338,90.617722,43.864670,-1.035995,13.302138,1948,1044,3062,2505,2026,2113,,0,,,,1.56,,0.03,0.47,1.60,33.25
28,0,0.9333333333333333,-28.799,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.014033,-2.861391,2.846625,1.378356,-0.032525,0.226134,-0.014033,-2.861391,2.846625,1.378356,-0.032525,0.226134,-0.014033,-2.861391,2.846625,1.378356,-0.032525,0.226134,-0.446686,-91.080902,90.610886,43.874435,-1.035301,13.302004,-0.446686,-91.080902,90.610886,43.874435,-1.035301,13.302004,1948,1044,3062,2505,2026,2113,,0,,,,1.78,,0.04,0.49,1.89,33.30
29,0,0.9666666666666667,-28.932,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.014268,-2.861502,2.846397,1.378752,-0.032518,0.226167,-0.014268,-2.861502,2.846397,1.378752,-0.032518,0.226167,-0.014268,-2.861502,2.846396,1.378752,-0.032518,0.226167,-0.454178,-91.084427,90.603607,43.887039,-1.035095,13.303945,-0.454178,-91.084427,90.603607,43.887039,-1.035095,13.303945,1948,1044,3062,2505,2026,2113,,0,,,,1.66,,0.03,0.47,1.78,33.04
30,0,1.0,-29.059,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.014477,-2.861700,2.846213,1.379171,-0.032526,0.226153,-0.014477,-2.861700,2.846213,1.379171,-0.032526,0.226153,-0.014477,-2.861700,2.846213,1.379171,-0.032526,0.226153,-0.460808,-91.090729,90.597778,43.900360,-1.035347,13.303113,-0.460808,-91.090729,90.597778,43.900360,-1.035347,13.303113,1948,1044,3062,2505,2026,2113,,0,,,,1.53,,0.03,0.46,1.94,33.31
31,0,1.0333333333333334,-29.193,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.014645,-2.862005,2.846145,1.379472,-0.032551,0.225990,-0.014645,-2.862005,2.846145,1.379472,-0.032551,0.225990,-0.014645,-2.862005,2.846144,1.379472,-0.032551,0.225990,-0.466164,-91.100464,90.595596,43.909973,-1.036125,13.293513,-0.466164,-91.100464,90.595596,43.909973,-1.036125,13.293513,1948,1044,3062,2506,2026,2113,,0,,,,1.57,,0.03,0.45,1.66,33.10
32,0,1.0666666666666667,-29.545,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.014832,-2.862391,2.846223,1.379557,-0.032599,0.225679,-0.014832,-2.862391,2.846223,1.379557,-0.032599,0.225679,-0.014832,-2.862391,2.846223,1.379557,-0.032599,0.225679,-0.472130,-91.112732,90.598083,43.912659,-1.037674,13.275215,-0.472130,-91.112732,90.598083,43.912659,-1.037674,13.275215,1948,1043,3062,2506,2026,2113,,0,,,,1.46,,0.02,0.41,1.55,33.11
33,0,1.1,-29.567,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.015079,-2.862818,2.846388,1.379380,-0.032673,0.225348,-0.015079,-2.862818,2.846388,1.379380,-0.032673,0.225348,-0.015079,-2.862818,2.846388,1.379380,-0.032673,0.225348,-0.479988,-91.126312,90.603333,43.907028,-1.040001,13.255787,-0.479988,-91.126312,90.603333,43.907028,-1.040001,13.255787,1948,1043,3062,2506,2026,2112,,0,,,,1.46,,0.02,0.39,1.62,33.22
34,0,1.1333333333333333,-29.426,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.015357,-2.863242,2.846524,1.378992,-0.032761,0.225180,-0.015357,-2.863242,2.846524,1.378992,-0.032761,0.225180,-0.015357,-2.863242,2.846524,1.378992,-0.032761,0.225180,-0.488838,-91.139809,90.607666,43.894684,-1.042816,13.245853,-0.488838,-91.139809,90.607666,43.894684,-1.042816,13.245853,1948,1043,3062,2505,2026,2112,,0,,,,1.50,,0.03,0.42,1.61,33.17
35,0,1.1666666666666667,-29.431,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.015646,-2.863651,2.846510,1.378539,-0.032851,0.225311,-0.015646,-2.863651,2.846510,1.378539,-0.032851,0.225311,-0.015646,-2.863651,2.846510,1.378539,-0.032851,0.225311,-0.498024,-91.152840,90.607224,43.880249,-1.045692,13.253614,-0.498024,-91.152840,90.607224,43.880249,-1.045692,13.253614,1947,1043,3062,2505,2026,2112,,0,,,,1.50,,0.02,0.40,1.63,33.18
36,0,1.2,-29.484,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.015908,-2.864046,2.846277,1.378185,-0.032932,0.225800,-0.015908,-2.864046,2.846277,1.378185,-0.032932,0.225800,-0.015908,-2.864046,2.846277,1.378185,-0.032932,0.225800,-0.506378,-91.165405,90.599823,43.868973,-1.048248,13.282326,-0.506378,-91.165405,90.599823,43.868973,-1.048248,13.282326,1947,1043,3062,2505,2026,2113,,0,,,,1.47,,0.02,0.51,1.53,33.17
37,0,1.2333333333333334,-29.551,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.016085,-2.864433,2.845859,1.378076,-0.032990,0.226578,-0.016085,-2.864433,2.845859,1.378076,-0.032990,0.226578,-0.016085,-2.864433,2.845859,1.378076,-0.032990,0.226578,-0.512001,-91.177742,90.586502,43.865524,-1.050110,13.328115,-0.512001,-91.177742,90.586502,43.865524,-1.050110,13.328115,1947,1043,3062,2505,2025,2113,,0,,,,1.38,,0.03,0.42,1.62,33.13
38,0,1.2666666666666666,-29.318,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.016066,-2.864834,2.845372,1.378312,-0.033020,0.227446,-0.016066,-2.864834,2.845372,1.378312,-0.033020,0.227446,-0.016066,-2.864834,2.845372,1.378311,-0.033020,0.227446,-0.511391,-91.190491,90.570999,43.873016,-1.051071,13.379171,-0.511391,-91.190491,90.570999,43.873016,-1.051071,13.379171,1947,1043,3062,2505,2025,2114,,0,,,,1.38,,0.03,0.41,1.92,33.21
39,0,1.3,-28.607,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.015784,-2.865224,2.844892,1.378850,-0.033019,0.228126,-0.015784,-2.865224,2.844892,1.378850,-0.033019,0.228126,-0.015784,-2.865224,2.844892,1.378850,-0.033019,0.228126,-0.502411,-91.202904,90.555710,43.890167,-1.051018,13.419175,-0.502411,-91.202904,90.555710,43.890167,-1.051018,13.419175,1947,1042,3062,2505,2025,2115,,0,,,,1.43,,0.02,0.39,2.54,33.18
40,0,1.3333333333333333,-28.559,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.015284,-2.865510,2.844379,1.379445,-0.032987,0.228403,-0.015284,-2.865510,2.844379,1.379445,-0.032987,0.228403,-0.015284,-2.865510,2.844379,1.379445,-0.032987,0.228403,-0.486496,-91.212013,90.539398,43.909103,-1.050011,13.435456,-0.486496,-91.212013,90.539398,43.909103,-1.050011,13.435456,1948,1042,3061,2506,2026,2115,,0,,,,1.44,,0.03,0.44,2.53,33.20
41,0,1.3666666666666667,-29.215,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.014673,-2.865610,2.843819,1.379868,-0.032934,0.228163,-0.014673,-2.865610,2.843819,1.379868,-0.032934,0.228163,-0.014673,-2.865610,2.843819,1.379868,-0.032934,0.228163,-0.467072,-91.215210,90.521576,43.922562,-1.048332,13.421371,-0.467072,-91.215210,90.521576,43.922562,-1.048332,13.421371,1948,1042,3061,2506,2026,2115,,0,,,,1.61,,0.03,0.44,1.69,33.18
42,0,1.4,-29.518,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.014147,-2.865514,2.843252,1.380050,-0.032876,0.227409,-0.014147,-2.865514,2.843252,1.380050,-0.032876,0.227409,-0.014147,-2.865514,2.843252,1.380050,-0.032876,0.227409,-0.450317,-91.212143,90.503540,43.928345,-1.046463,13.376972,-0.450317,-91.212143,90.503540,43.928345,-1.046463,13.376972,1948,1042,3061,2506,2026,2114,,0,,,,1.45,,0.03,0.39,1.58,33.26
43,0,1.4333333333333333,-29.068,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013829,-2.865300,2.842748,1.380056,-0.032827,0.226227,-0.013829,-2.865300,2.842748,1.380056,-0.032827,0.226227,-0.013829,-2.865300,2.842748,1.380056,-0.032827,0.226227,-0.440201,-91.205322,90.487488,43.928543,-1.044922,13.307449,-0.440201,-91.205322,90.487488,43.928543,-1.044922,13.307449,1948,1042,3061,2506,2026,2113,,0,,,,1.67,,0.03,0.48,1.62,33.05
44,0,1.4666666666666666,-29.375,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013686,-2.865013,2.842303,1.379850,-0.032799,0.224730,-0.013686,-2.865013,2.842303,1.379850,-0.032799,0.224730,-0.013687,-2.865013,2.842303,1.379850,-0.032799,0.224730,-0.435654,-91.196198,90.473297,43.921982,-1.044022,13.219428,-0.435654,-91.196198,90.473297,43.921982,-1.044022,13.219428,1948,1042,3061,2506,2026,2112,,0,,,,1.56,,0.03,0.42,1.59,33.14
45,0,1.5,-29.459,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013530,-2.864657,2.841881,1.379401,-0.032787,0.223044,-0.013530,-2.864657,2.841881,1.379401,-0.032787,0.223044,-0.013530,-2.864657,2.841881,1.379401,-0.032787,0.223044,-0.430664,-91.184875,90.459854,43.907684,-1.043655,13.120237,-0.430664,-91.184875,90.459854,43.907684,-1.043655,13.120237,1948,1043,3061,2506,2026,2110,,0,,,,1.43,,0.02,0.40,1.62,33.19
46,0,1.5333333333333334,-29.596,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.013270,-2.864285,2.841525,1.378843,-0.032787,0.221295,-0.013270,-2.864285,2.841525,1.378843,-0.032787,0.221295,-0.013270,-2.864285,2.841525,1.378843,-0.032787,0.221295,-0.422401,-91.173035,90.448563,43.889923,-1.043655,13.017357,-0.422401,-91.173035,90.448563,43.889923,-1.043655,13.017357,1948,1043,3060,2505,2026,2109,,0,,,,1.47,,0.02,0.39,1.54,33.15
47,0,1.5666666666666667,-29.499,0,0,-0.015493,-2.856502,2.898190,1.373846,-0.034523,0.224265,-0.012928,-2.863999,2.841352,1.378401,-0.032797,0.219636,-0.012928,-2.863999,2.841352,1.378401,-0.032797,0.219636,-0.012928,-2.863999,2.841352,1.378401,-0.032797,0.219636,-0.411514,-91.163910,90.443024,43.875854,-1.043961,12.919784,-0.411514,-91.163910,90.443024,43.875854,-1.043961,12.919784,1948,1043,3060,2505,2026,2108,,0,,,,1.54,,0.02,0.41,1.57,33.22
