step,boundary,start_monotonic,lateness_ms,overrun,reanchored,measured_act_shoulder_pan,measured_act_shoulder_lift,measured_act_elbow_flex,measured_act_wrist_flex,measured_act_wrist_roll,measured_act_gripper,policy_act_shoulder_pan,policy_act_shoulder_lift,policy_act_elbow_flex,policy_act_wrist_flex,policy_act_wrist_roll,policy_act_gripper,requested_act_shoulder_pan,requested_act_shoulder_lift,requested_act_elbow_flex,requested_act_wrist_flex,requested_act_wrist_roll,requested_act_gripper,executed_act_shoulder_pan,executed_act_shoulder_lift,executed_act_elbow_flex,executed_act_wrist_flex,executed_act_wrist_roll,executed_act_gripper,sent_physical_shoulder_pan,sent_physical_shoulder_lift,sent_physical_elbow_flex,sent_physical_wrist_flex,sent_physical_wrist_roll,sent_physical_gripper,returned_physical_shoulder_pan,returned_physical_shoulder_lift,returned_physical_elbow_flex,returned_physical_wrist_flex,returned_physical_wrist_roll,returned_physical_gripper,raw_goal_ticks_shoulder_pan,raw_goal_ticks_shoulder_lift,raw_goal_ticks_elbow_flex,raw_goal_ticks_wrist_flex,raw_goal_ticks_wrist_roll,raw_goal_ticks_gripper,hold_reason,consecutive_holds,frame_seq,frame_unix_time,frame_age_ms,read_ms,observe_ms,infer_ms,gate_ms,send_ms,step_ms
17,0,0.5666666666666667,-29.111,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023768,-2.856049,2.859345,1.365733,-0.012069,0.226218,0.023768,-2.856049,2.859345,1.365733,-0.012069,0.226218,0.023768,-2.856049,2.859345,1.365733,-0.012069,0.226218,0.756577,-90.910858,91.015762,43.472641,-0.384178,13.306928,0.756577,-90.910858,91.015762,43.472641,-0.384178,13.306928,1959,1046,3067,2501,2039,2113,,0,,,,1.63,,0.03,0.44,1.80,33.17
18,0,0.6,-29.085,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023849,-2.856509,2.859615,1.365706,-0.012053,0.226510,0.023849,-2.856509,2.859615,1.365706,-0.012053,0.226510,0.023849,-2.856509,2.859615,1.365706,-0.012053,0.226510,0.759125,-90.925491,91.024368,43.471771,-0.383652,13.324121,0.759125,-90.925491,91.024368,43.471771,-0.383652,13.324121,1959,1045,3067,2501,2039,2113,,0,,,,1.61,,0.03,0.45,1.84,33.19
19,0,0.6333333333333333,-29.294,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023842,-2.856806,2.859917,1.365585,-0.012035,0.226801,0.023842,-2.856806,2.859917,1.365585,-0.012035,0.226801,0.023842,-2.856806,2.859917,1.365585,-0.012035,0.226801,0.758919,-90.934967,91.033997,43.467926,-0.383087,13.341242,0.758919,-90.934967,91.033997,43.467926,-0.383087,13.341242,1959,1045,3067,2500,2039,2114,,0,,,,1.60,,0.03,0.46,1.66,33.17
20,0,0.6666666666666666,-29.548,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023730,-2.856953,2.860225,1.365468,-0.012013,0.227010,0.023730,-2.856953,2.860225,1.365468,-0.012013,0.227010,0.023730,-2.856953,2.860225,1.365468,-0.012013,0.227010,0.755348,-90.939629,91.043777,43.464203,-0.382385,13.353544,0.755348,-90.939629,91.043777,43.464203,-0.382385,13.353544,1959,1045,3067,2500,2039,2114,,0,,,,1.48,,0.02,0.41,1.58,33.17
21,0,0.7,-29.742,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023537,-2.856948,2.860471,1.365438,-0.011981,0.227124,0.023537,-2.856948,2.860471,1.365438,-0.011981,0.227124,0.023537,-2.856948,2.860471,1.365438,-0.011981,0.227124,0.749207,-90.939468,91.051636,43.463242,-0.381371,13.360259,0.749207,-90.939468,91.051636,43.463242,-0.381371,13.360259,1959,1045,3067,2500,2039,2114,,0,,,,1.37,,0.02,0.43,1.51,33.20
22,0,0.7333333333333333,-29.701,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023341,-2.856821,2.860620,1.365567,-0.011932,0.227190,0.023341,-2.856821,2.860620,1.365567,-0.011932,0.227190,0.023341,-2.856821,2.860620,1.365567,-0.011932,0.227190,0.742973,-90.935440,91.056366,43.467361,-0.379814,13.364127,0.742973,-90.935440,91.056366,43.467361,-0.379814,13.364127,1959,1045,3067,2500,2039,2114,,0,,,,1.40,,0.03,0.42,1.49,33.21
23,0,0.7666666666666667,-29.287,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023218,-2.856611,2.860663,1.365877,-0.011863,0.227258,0.023218,-2.856611,2.860663,1.365877,-0.011863,0.227258,0.023218,-2.856611,2.860663,1.365877,-0.011863,0.227258,0.739052,-90.928741,91.057724,43.477219,-0.377625,13.368097,0.739052,-90.928741,91.057724,43.477219,-0.377625,13.368097,1959,1045,3067,2501,2039,2114,,0,,,,1.52,,0.03,0.47,1.62,33.05
24,0,0.8,-29.116,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023203,-2.856337,2.860599,1.366307,-0.011774,0.227355,0.023203,-2.856337,2.860599,1.366307,-0.011774,0.227355,0.023203,-2.856337,2.860599,1.366307,-0.011774,0.227355,0.738586,-90.920036,91.055695,43.490891,-0.374771,13.373798,0.738586,-90.920036,91.055695,43.490891,-0.374771,13.373798,1959,1046,3067,2501,2039,2114,,0,,,,1.57,,0.03,0.46,1.84,33.19
25,0,0.8333333333333334,-29.064,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023295,-2.856007,2.860441,1.366763,-0.011671,0.227484,0.023295,-2.856007,2.860441,1.366763,-0.011671,0.227484,0.023295,-2.856007,2.860441,1.366763,-0.011671,0.227484,0.741508,-90.909515,91.050674,43.505432,-0.371490,13.381401,0.741508,-90.909515,91.050674,43.505432,-0.371490,13.381401,1959,1046,3067,2501,2039,2114,,0,,,,1.64,,0.03,0.45,1.82,33.15
26,0,0.8666666666666667,-29.654,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023425,-2.855664,2.860244,1.367237,-0.011568,0.227618,0.023425,-2.855664,2.860244,1.367237,-0.011568,0.227618,0.023425,-2.855664,2.860244,1.367237,-0.011568,0.227618,0.745628,-90.898621,91.044373,43.520508,-0.368233,13.389304,0.745628,-90.898621,91.044373,43.520508,-0.368233,13.389304,1959,1046,3067,2501,2039,2114,,0,,,,1.50,,0.02,0.41,1.48,33.17
27,0,0.9,-29.341,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023497,-2.855351,2.860045,1.367733,-0.011480,0.227723,0.023497,-2.855351,2.860045,1.367733,-0.011480,0.227723,0.023497,-2.855351,2.860045,1.367733,-0.011480,0.227723,0.747917,-90.888657,91.038055,43.536301,-0.365410,13.395494,0.747917,-90.888657,91.038055,43.536301,-0.365410,13.395494,1959,1046,3067,2501,2040,2114,,0,,,,1.61,,0.03,0.44,1.64,33.17
28,0,0.9333333333333333,-29.374,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023434,-2.855087,2.859853,1.368233,-0.011410,0.227768,0.023434,-2.855087,2.859853,1.368233,-0.011410,0.227768,0.023434,-2.855087,2.859854,1.368233,-0.011410,0.227768,0.745918,-90.880249,91.031952,43.552216,-0.363174,13.398131,0.745918,-90.880249,91.031952,43.552216,-0.363174,13.398131,1959,1046,3067,2501,2040,2115,,0,,,,1.68,,0.03,0.46,1.53,33.23
29,0,0.9666666666666667,-28.958,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.023251,-2.854876,2.859674,1.368685,-0.011360,0.227716,0.023251,-2.854876,2.859674,1.368685,-0.011360,0.227716,0.023251,-2.854876,2.859674,1.368685,-0.011360,0.227716,0.740112,-90.873528,91.026260,43.566589,-0.361618,13.395062,0.740112,-90.873528,91.026260,43.566589,-0.361618,13.395062,1959,1046,3067,2502,2040,2114,,0,,,,1.65,,0.03,0.46,1.84,33.16
30,0,1.0,-29.063,0,0,0.025821,-2.845322,2.903851,1.362867,-0.013042,0.225427,0.022998,-2.854727,2.859550,1.369023,-0.011331,0.227534,0.022998,-2.854727,2.859550,1.369023,-0.011331,0.227534,0.022998,-2.854727,2.859550,1.369023,-0.011331,0.227534,0.732040,-90.868774,91.022293,43.577362,-0.360680,13.384324,0.732040,-90.868774,91.022293,43.577362,-0.360680,13.384324,1959,1046,3067,2502,2040,2114,,0,,,,1.56,,0.04,0.56,1.77,33.17
31,0,1.0333333333333334,-29.258,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.022707,-2.854654,2.859527,1.369147,-0.011320,0.227181,0.022707,-2.854654,2.859527,1.369147,-0.011320,0.227181,0.022707,-2.854653,2.859527,1.369148,-0.011320,0.227181,0.722801,-90.866440,91.021591,43.581314,-0.360329,13.363615,0.722801,-90.866440,91.021591,43.581314,-0.360329,13.363615,1959,1046,3067,2502,2040,2114,,0,,,,1.50,,0.04,0.53,1.65,33.61
32,0,1.0666666666666667,-28.630,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.022393,-2.854642,2.859625,1.368964,-0.011331,0.226709,0.022393,-2.854642,2.859625,1.368964,-0.011331,0.226709,0.022393,-2.854642,2.859626,1.368964,-0.011331,0.226709,0.712776,-90.866074,91.024704,43.575485,-0.360687,13.335794,0.712776,-90.866074,91.024704,43.575485,-0.360687,13.335794,1959,1046,3067,2502,2040,2114,,0,,,,1.62,,0.05,0.48,1.75,33.30
33,0,1.1,-28.700,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.022065,-2.854665,2.859796,1.368415,-0.011365,0.226280,0.022065,-2.854665,2.859796,1.368415,-0.011365,0.226280,0.022065,-2.854665,2.859797,1.368415,-0.011365,0.226280,0.702354,-90.866806,91.030151,43.557999,-0.361755,13.310573,0.702354,-90.866806,91.030151,43.557999,-0.361755,13.310573,1958,1046,3067,2502,2040,2113,,0,,,,1.46,,0.03,0.50,1.75,32.62
34,0,1.1333333333333333,-29.224,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.021740,-2.854703,2.859953,1.367532,-0.011414,0.226108,0.021740,-2.854703,2.859953,1.367532,-0.011414,0.226108,0.021740,-2.854703,2.859953,1.367533,-0.011414,0.226108,0.692001,-90.868004,91.035141,43.529922,-0.363327,13.300467,0.692001,-90.868004,91.035141,43.529922,-0.363327,13.300467,1958,1046,3067,2501,2040,2113,,0,,,,1.64,,0.03,0.43,1.65,33.14
35,0,1.1666666666666667,-29.186,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.021389,-2.854757,2.860010,1.366452,-0.011472,0.226344,0.021389,-2.854757,2.860010,1.366452,-0.011472,0.226344,0.021389,-2.854757,2.860010,1.366452,-0.011472,0.226344,0.680855,-90.869736,91.036957,43.495529,-0.365158,13.314337,0.680855,-90.869736,91.036957,43.495529,-0.365158,13.314337,1958,1046,3067,2501,2040,2113,,0,,,,1.69,,0.03,0.44,1.66,33.20
36,0,1.2,-28.855,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.021024,-2.854829,2.859924,1.365369,-0.011524,0.227023,0.021024,-2.854829,2.859924,1.365369,-0.011524,0.227023,0.021024,-2.854829,2.859924,1.365369,-0.011524,0.227023,0.669205,-90.872017,91.034195,43.461029,-0.366837,13.354320,0.669205,-90.872017,91.034195,43.461029,-0.366837,13.354320,1958,1046,3067,2500,2039,2114,,0,,,,2.10,,0.03,0.45,1.57,33.16
37,0,1.2333333333333334,-29.304,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.020680,-2.854940,2.859738,1.364530,-0.011562,0.228045,0.020680,-2.854940,2.859738,1.364530,-0.011562,0.228045,0.020680,-2.854940,2.859738,1.364529,-0.011562,0.228045,0.658264,-90.875557,91.028290,43.434326,-0.368019,13.414422,0.658264,-90.875557,91.028290,43.434326,-0.368019,13.414422,1958,1046,3067,2500,2039,2115,,0,,,,1.44,,0.04,0.49,1.76,33.18
38,0,1.2666666666666666,-28.508,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.020481,-2.855150,2.859531,1.364168,-0.011576,0.229165,0.020481,-2.855150,2.859531,1.364168,-0.011576,0.229165,0.020481,-2.855150,2.859531,1.364168,-0.011576,0.229165,0.651917,-90.882248,91.021698,43.422821,-0.368484,13.480311,0.651917,-90.882248,91.021698,43.422821,-0.368484,13.480311,1958,1046,3067,2500,2039,2116,,0,,,,1.70,,0.04,0.62,2.15,33.23
39,0,1.3,-29.264,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.020536,-2.855430,2.859308,1.364269,-0.011562,0.230078,0.020536,-2.855430,2.859308,1.364269,-0.011562,0.230078,0.020536,-2.855430,2.859308,1.364269,-0.011562,0.230078,0.653671,-90.891159,91.014587,43.426025,-0.368034,13.534024,0.653671,-90.891159,91.014587,43.426025,-0.368034,13.534024,1958,1046,3067,2500,2039,2117,,0,,,,1.67,,0.03,0.47,1.56,33.15
40,0,1.3333333333333333,-29.306,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.020853,-2.855642,2.858964,1.364524,-0.011518,0.230555,0.020853,-2.855642,2.858964,1.364524,-0.011518,0.230555,0.020853,-2.855642,2.858964,1.364524,-0.011518,0.230555,0.663757,-90.897911,91.003647,43.434128,-0.366631,13.562030,0.663757,-90.897911,91.003647,43.434128,-0.366631,13.562030,1958,1046,3067,2500,2039,2117,,0,,,,1.51,,0.03,0.44,1.69,33.17
41,0,1.3666666666666667,-29.515,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.021331,-2.855705,2.858462,1.364663,-0.011454,0.230473,0.021331,-2.855705,2.858462,1.364663,-0.011454,0.230473,0.021331,-2.855705,2.858462,1.364663,-0.011454,0.230473,0.678993,-90.899895,90.987656,43.438583,-0.364578,13.557238,0.678993,-90.899895,90.987656,43.438583,-0.364578,13.557238,1958,1046,3066,2500,2040,2117,,0,,,,1.50,,0.03,0.47,1.50,33.16
42,0,1.4,-29.670,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.021748,-2.855636,2.857867,1.364599,-0.011385,0.229818,0.021748,-2.855636,2.857867,1.364599,-0.011385,0.229818,0.021748,-2.855636,2.857867,1.364599,-0.011385,0.229818,0.692261,-90.897720,90.968735,43.436539,-0.362404,13.518718,0.692261,-90.897720,90.968735,43.436539,-0.362404,13.518718,1958,1046,3066,2500,2040,2116,,0,,,,1.38,,0.02,0.41,1.56,33.13
43,0,1.4333333333333333,-29.768,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.021960,-2.855530,2.857328,1.364382,-0.011333,0.228632,0.021960,-2.855530,2.857328,1.364382,-0.011333,0.228632,0.021960,-2.855530,2.857328,1.364382,-0.011333,0.228632,0.699020,-90.894333,90.951569,43.429611,-0.360725,13.448954,0.699020,-90.894333,90.951569,43.429611,-0.360725,13.448954,1958,1046,3066,2500,2040,2115,,0,,,,1.40,,0.03,0.43,1.48,33.21
44,0,1.4666666666666666,-29.689,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.022009,-2.855479,2.856957,1.364062,-0.011307,0.227009,0.022009,-2.855479,2.856957,1.364062,-0.011307,0.227009,0.022009,-2.855479,2.856957,1.364062,-0.011307,0.227009,0.700584,-90.892723,90.939758,43.419434,-0.359901,13.353476,0.700584,-90.892723,90.939758,43.419434,-0.359901,13.353476,1958,1046,3066,2500,2040,2114,,0,,,,1.46,,0.02,0.40,1.50,33.24
45,0,1.5,-29.650,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.022087,-2.855547,2.856806,1.363706,-0.011304,0.225129,0.022087,-2.855547,2.856806,1.363706,-0.011304,0.225129,0.022087,-2.855547,2.856806,1.363706,-0.011304,0.225129,0.703064,-90.894890,90.934952,43.408112,-0.359825,13.242853,0.703064,-90.894890,90.934952,43.408112,-0.359825,13.242853,1958,1046,3066,2500,2040,2112,,0,,,,1.40,,0.02,0.40,1.48,33.13
46,0,1.5333333333333334,-29.432,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.022257,-2.855779,2.856891,1.363417,-0.011321,0.223234,0.022257,-2.855779,2.856891,1.363417,-0.011321,0.223234,0.022257,-2.855779,2.856891,1.363417,-0.011321,0.223234,0.708473,-90.902275,90.937668,43.398911,-0.360367,13.131386,0.708473,-90.902275,90.937668,43.398911,-0.360367,13.131386,1958,1046,3066,2500,2040,2111,,0,,,,1.54,,0.03,0.42,1.54,33.13
47,0,1.5666666666666667,-29.180,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.022437,-2.856204,2.857217,1.363292,-0.011356,0.221549,0.022437,-2.856204,2.857217,1.363292,-0.011356,0.221549,0.022437,-2.856204,2.857217,1.363292,-0.011356,0.221549,0.714180,-90.915779,90.948029,43.394913,-0.361465,13.032290,0.714180,-90.915779,90.948029,43.394913,-0.361465,13.032290,1959,1046,3066,2500,2040,2109,,0,,,,1.53,,0.03,0.41,1.73,33.06
48,0,1.6,-29.166,0,0,0.025821,-2.845322,2.903851,1.365611,-0.013042,0.225427,0.022490,-2.856803,2.857722,1.363343,-0.011407,0.220266,0.022490,-2.856803,2.857722,1.363343,-0.011407,0.220266,0.022490,-2.856803,2.857721,1.363343,-0.011407,0.220266,0.715889,-90.934853,90.964096,43.396561,-0.363091,12.956842,0.715889,-90.934853,90.964096,43.396561,-0.363091,12.956842,1959,1045,3066,2500,2040,2108,,0,,,,1.65,,0.04,0.47,1.65,33.16
