step,boundary,start_monotonic,lateness_ms,overrun,reanchored,measured_act_shoulder_pan,measured_act_shoulder_lift,measured_act_elbow_flex,measured_act_wrist_flex,measured_act_wrist_roll,measured_act_gripper,policy_act_shoulder_pan,policy_act_shoulder_lift,policy_act_elbow_flex,policy_act_wrist_flex,policy_act_wrist_roll,policy_act_gripper,requested_act_shoulder_pan,requested_act_shoulder_lift,requested_act_elbow_flex,requested_act_wrist_flex,requested_act_wrist_roll,requested_act_gripper,executed_act_shoulder_pan,executed_act_shoulder_lift,executed_act_elbow_flex,executed_act_wrist_flex,executed_act_wrist_roll,executed_act_gripper,sent_physical_shoulder_pan,sent_physical_shoulder_lift,sent_physical_elbow_flex,sent_physical_wrist_flex,sent_physical_wrist_roll,sent_physical_gripper,returned_physical_shoulder_pan,returned_physical_shoulder_lift,returned_physical_elbow_flex,returned_physical_wrist_flex,returned_physical_wrist_roll,returned_physical_gripper,raw_goal_ticks_shoulder_pan,raw_goal_ticks_shoulder_lift,raw_goal_ticks_elbow_flex,raw_goal_ticks_wrist_flex,raw_goal_ticks_wrist_roll,raw_goal_ticks_gripper,hold_reason,consecutive_holds,frame_seq,frame_unix_time,frame_age_ms,read_ms,observe_ms,infer_ms,gate_ms,send_ms,step_ms
56,0,,0.000,0,0,0.015196,-2.854879,2.877204,1.372285,-0.037361,0.230079,0.013878,-2.852581,2.860359,1.369994,-0.037132,0.229199,0.013878,-2.852581,2.860359,1.369994,-0.037132,0.229199,0.013878,-2.852581,2.860359,1.369994,-0.037132,0.229199,0.441742,-90.800461,91.048050,43.608261,-1.181946,13.482282,,,,,,,1956,1047,3067,2502,2023,2116,,0,,,,0.08,,0.01,0.27,0.65,1.75
57,0,,0.000,0,0,0.015180,-2.854872,2.877183,1.372294,-0.037357,0.230066,0.013911,-2.852200,2.860459,1.370206,-0.037129,0.229049,0.013911,-2.852200,2.860459,1.370206,-0.037129,0.229049,0.013911,-2.852200,2.860459,1.370206,-0.037129,0.229049,0.442795,-90.788338,91.051239,43.615021,-1.181839,13.473460,,,,,,,1956,1047,3067,2502,2023,2116,,0,,,,0.05,,0.01,0.27,0.64,1.69
58,0,,0.000,0,0,0.015164,-2.854861,2.877164,1.372307,-0.037353,0.230049,0.013919,-2.851733,2.860561,1.370192,-0.037130,0.228947,0.013919,-2.851733,2.860561,1.370192,-0.037130,0.228947,0.013919,-2.851733,2.860561,1.370191,-0.037130,0.228947,0.443054,-90.773483,91.054489,43.614548,-1.181870,13.467470,,,,,,,1956,1047,3067,2502,2023,2116,,0,,,,0.05,,0.01,0.24,0.69,1.75
59,0,,0.000,0,0,0.015147,-2.854843,2.877147,1.372321,-0.037349,0.230031,0.013899,-2.851229,2.860618,1.370022,-0.037133,0.228986,0.013899,-2.851229,2.860618,1.370022,-0.037133,0.228986,0.013899,-2.851229,2.860618,1.370023,-0.037133,0.228986,0.442421,-90.757431,91.056305,43.609161,-1.181976,13.469755,,,,,,,1956,1047,3067,2502,2023,2116,,0,,,,0.05,,0.01,0.25,0.70,1.79
60,0,,0.000,0,0,0.015132,-2.854819,2.877132,1.372332,-0.037345,0.230014,0.013934,-2.850779,2.860641,1.369853,-0.037137,0.229199,0.013934,-2.850779,2.860641,1.369853,-0.037137,0.229199,0.013934,-2.850779,2.860641,1.369853,-0.037137,0.229199,0.443527,-90.743111,91.057022,43.603775,-1.182106,13.482279,,,,,,,1956,1048,3067,2502,2023,2116,,0,,,,0.05,,0.01,0.24,0.68,1.71
61,0,,0.000,0,0,0.015116,-2.854789,2.877116,1.372340,-0.037341,0.229999,0.014076,-2.850430,2.860644,1.369759,-0.037140,0.229555,0.014076,-2.850430,2.860644,1.369759,-0.037140,0.229555,0.014076,-2.850430,2.860644,1.369759,-0.037140,0.229555,0.448059,-90.731995,91.057114,43.600800,-1.182213,13.503218,,,,,,,1956,1048,3067,2502,2023,2116,,0,,,,0.05,,0.01,0.24,0.71,1.93
62,0,,0.000,0,0,0.015102,-2.854753,2.877101,1.372347,-0.037338,0.229990,0.014287,-2.850180,2.860633,1.369717,-0.037143,0.229980,0.014287,-2.850180,2.860633,1.369717,-0.037143,0.229980,0.014287,-2.850180,2.860633,1.369717,-0.037143,0.229980,0.454758,-90.724045,91.056763,43.599442,-1.182281,13.528207,,,,,,,1956,1048,3067,2502,2023,2116,,0,,,,0.05,,0.01,0.25,0.66,1.76
63,0,,0.000,0,0,0.015091,-2.854717,2.877087,1.372352,-0.037334,0.229988,0.014497,-2.850048,2.860648,1.369710,-0.037142,0.230371,0.014497,-2.850048,2.860648,1.369710,-0.037142,0.230371,0.014497,-2.850048,2.860648,1.369710,-0.037142,0.230371,0.461449,-90.719841,91.057251,43.599228,-1.182274,13.551238,,,,,,,1956,1048,3067,2502,2023,2117,,0,,,,0.05,,0.01,0.24,0.69,1.77
64,0,,0.000,0,0,0.015083,-2.854676,2.877073,1.372357,-0.037331,0.229993,0.014673,-2.850041,2.860721,1.369684,-0.037141,0.230650,0.014673,-2.850041,2.860721,1.369684,-0.037141,0.230650,0.014673,-2.850041,2.860721,1.369684,-0.037141,0.230650,0.467064,-90.719635,91.059570,43.598389,-1.182243,13.567647,,,,,,,1956,1048,3067,2502,2023,2117,,0,,,,0.05,,0.01,0.25,0.69,1.84
65,0,,0.000,0,0,0.015077,-2.854635,2.877060,1.372361,-0.037328,0.230004,0.014883,-2.850157,2.860862,1.369616,-0.037138,0.230783,0.014883,-2.850157,2.860862,1.369616,-0.037138,0.230783,0.014883,-2.850157,2.860861,1.369616,-0.037138,0.230783,0.473740,-90.723320,91.064041,43.596222,-1.182137,13.575482,,,,,,,1956,1048,3067,2502,2023,2117,,0,,,,0.05,,0.01,0.26,0.65,1.77
66,0,,0.000,0,0,0.015074,-2.854599,2.877049,1.372365,-0.037324,0.230016,0.015146,-2.850405,2.861093,1.369538,-0.037134,0.230791,0.015146,-2.850405,2.861093,1.369538,-0.037134,0.230791,0.015146,-2.850405,2.861093,1.369538,-0.037134,0.230791,0.482109,-90.731216,91.071426,43.593735,-1.182022,13.575914,,,,,,,1956,1048,3067,2502,2023,2117,,0,,,,0.05,,0.01,0.24,0.66,1.74
67,0,,0.000,0,0,0.015075,-2.854564,2.877042,1.372367,-0.037321,0.230029,0.015399,-2.850775,2.861411,1.369439,-0.037132,0.230733,0.015399,-2.850775,2.861411,1.369439,-0.037132,0.230733,0.015399,-2.850775,2.861411,1.369439,-0.037132,0.230733,0.490173,-90.742996,91.081543,43.590591,-1.181938,13.572550,,,,,,,1956,1048,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.24,0.65,1.72
68,0,,0.000,0,0,0.015078,-2.854534,2.877039,1.372367,-0.037317,0.230041,0.015595,-2.851238,2.861784,1.369284,-0.037132,0.230659,0.015595,-2.851238,2.861784,1.369284,-0.037132,0.230659,0.015595,-2.851238,2.861784,1.369284,-0.037132,0.230659,0.496399,-90.757706,91.093414,43.585663,-1.181938,13.568157,,,,,,,1957,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.24,0.76,1.85
69,0,,0.000,0,0,0.015084,-2.854512,2.877042,1.372365,-0.037315,0.230051,0.015751,-2.851771,2.862199,1.369094,-0.037134,0.230573,0.015751,-2.851771,2.862199,1.369094,-0.037134,0.230573,0.015751,-2.851771,2.862198,1.369094,-0.037134,0.230573,0.501373,-90.774696,91.106598,43.579620,-1.182022,13.563097,,,,,,,1957,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.24,0.64,1.69
70,0,,0.000,0,0,0.015092,-2.854496,2.877051,1.372360,-0.037311,0.230061,0.015896,-2.852350,2.862634,1.368929,-0.037141,0.230469,0.015896,-2.852350,2.862634,1.368929,-0.037141,0.230469,0.015896,-2.852350,2.862634,1.368929,-0.037141,0.230469,0.505981,-90.793121,91.120483,43.574356,-1.182220,13.557008,,,,,,,1957,1047,3068,2502,2023,2117,,0,,,,0.06,,0.01,0.26,0.63,1.68
71,0,,0.000,0,0,0.015102,-2.854488,2.877067,1.372352,-0.037308,0.230068,0.015999,-2.852903,2.863017,1.368768,-0.037151,0.230357,0.015999,-2.852903,2.863017,1.368768,-0.037151,0.230357,0.015999,-2.852903,2.863017,1.368768,-0.037151,0.230357,0.509247,-90.810715,91.132660,43.569229,-1.182541,13.550419,,,,,,,1957,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.27,0.67,1.70
72,0,,0.000,0,0,0.015112,-2.854488,2.877088,1.372343,-0.037305,0.230073,0.015993,-2.853368,2.863274,1.368609,-0.037164,0.230253,0.015993,-2.853368,2.863274,1.368609,-0.037164,0.230253,0.015993,-2.853368,2.863274,1.368609,-0.037164,0.230253,0.509056,-90.825531,91.140854,43.564163,-1.182976,13.544268,,,,,,,1957,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.25,0.67,1.74
73,0,,0.000,0,0,0.015124,-2.854495,2.877115,1.372330,-0.037302,0.230077,0.015872,-2.853690,2.863359,1.368502,-0.037181,0.230159,0.015872,-2.853690,2.863359,1.368502,-0.037181,0.230159,0.015872,-2.853690,2.863359,1.368501,-0.037181,0.230159,0.505211,-90.835777,91.143539,43.560760,-1.183510,13.538781,,,,,,,1957,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.25,0.69,1.82
74,0,,0.000,0,0,0.015134,-2.854507,2.877142,1.372316,-0.037300,0.230079,0.015707,-2.853825,2.863250,1.368487,-0.037197,0.230078,0.015707,-2.853825,2.863250,1.368487,-0.037197,0.230078,0.015707,-2.853825,2.863250,1.368487,-0.037197,0.230078,0.499985,-90.840073,91.140076,43.560303,-1.184013,13.534003,,,,,,,1957,1046,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.25,0.69,1.75
75,0,,0.000,0,0,0.015142,-2.854520,2.877167,1.372301,-0.037298,0.230079,0.015564,-2.853736,2.862947,1.368546,-0.037210,0.230039,0.015564,-2.853736,2.862947,1.368546,-0.037210,0.230039,0.015564,-2.853736,2.862946,1.368546,-0.037210,0.230039,0.495422,-90.837242,91.130417,43.562180,-1.184425,13.531712,,,,,,,1957,1046,3068,2502,2023,2116,,0,,,,0.05,,0.01,0.29,0.68,1.79
76,0,,0.000,0,0,0.015148,-2.854533,2.877190,1.372287,-0.037297,0.230079,0.015400,-2.853407,2.862480,1.368646,-0.037221,0.230096,0.015400,-2.853407,2.862480,1.368646,-0.037221,0.230096,0.015400,-2.853407,2.862480,1.368646,-0.037221,0.230096,0.490204,-90.826775,91.115555,43.565353,-1.184799,13.535073,,,,,,,1956,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.24,0.67,1.74
77,0,,0.000,0,0,0.015152,-2.854543,2.877204,1.372274,-0.037295,0.230079,0.015179,-2.852875,2.861940,1.368782,-0.037234,0.230284,0.015179,-2.852875,2.861940,1.368782,-0.037234,0.230284,0.015179,-2.852875,2.861940,1.368783,-0.037234,0.230284,0.483154,-90.809845,91.098373,43.569702,-1.185204,13.546094,,,,,,,1956,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.24,0.77,1.80
78,0,,0.000,0,0,0.015152,-2.854545,2.877210,1.372265,-0.037294,0.230082,0.014950,-2.852244,2.861455,1.368929,-0.037248,0.230564,0.014950,-2.852244,2.861455,1.368929,-0.037248,0.230564,0.014950,-2.852244,2.861455,1.368929,-0.037248,0.230564,0.475868,-90.789742,91.082932,43.574356,-1.185631,13.562605,,,,,,,1956,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.27,0.67,1.74
79,0,,0.000,0,0,0.015151,-2.854539,2.877209,1.372257,-0.037293,0.230089,0.014780,-2.851708,2.861180,1.369056,-0.037261,0.230833,0.014780,-2.851708,2.861180,1.369056,-0.037261,0.230833,0.014780,-2.851708,2.861180,1.369056,-0.037261,0.230833,0.470474,-90.772682,91.074188,43.578415,-1.186073,13.578412,,,,,,,1956,1047,3067,2502,2023,2117,,0,,,,0.05,,0.01,0.24,0.63,1.69
80,0,,0.000,0,0,0.015146,-2.854526,2.877202,1.372253,-0.037292,0.230100,0.014717,-2.851522,2.861297,1.369166,-0.037278,0.230967,0.014717,-2.851522,2.861297,1.369166,-0.037278,0.230967,0.014717,-2.851522,2.861297,1.369166,-0.037278,0.230967,0.468445,-90.766777,91.077927,43.581909,-1.186592,13.586283,,,,,,,1956,1047,3067,2502,2023,2117,,0,,,,0.05,,0.01,0.28,0.67,1.76
81,0,,0.000,0,0,0.015141,-2.854509,2.877196,1.372250,-0.037292,0.230114,0.014662,-2.851893,2.861931,1.369209,-0.037308,0.230882,0.014662,-2.851893,2.861931,1.369209,-0.037308,0.230882,0.014662,-2.851893,2.861931,1.369209,-0.037308,0.230882,0.466690,-90.778587,91.098099,43.583267,-1.187553,13.581287,,,,,,,1956,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.24,0.65,1.76
82,0,,0.000,0,0,0.015135,-2.854496,2.877198,1.372248,-0.037292,0.230127,0.014513,-2.852963,2.863140,1.369138,-0.037361,0.230548,0.014513,-2.852963,2.863140,1.369138,-0.037361,0.230548,0.014513,-2.852963,2.863140,1.369138,-0.037361,0.230548,0.461945,-90.812645,91.136581,43.581024,-1.189232,13.561666,,,,,,,1956,1047,3068,2502,2023,2117,,0,,,,0.05,,0.01,0.27,0.67,1.87
83,0,,0.000,0,0,0.015127,-2.854495,2.877217,1.372245,-0.037292,0.230136,0.014246,-2.854834,2.864967,1.368991,-0.037444,0.230020,0.014246,-2.854834,2.864967,1.368991,-0.037444,0.230020,0.014246,-2.854834,2.864967,1.368991,-0.037444,0.230020,0.453461,-90.872177,91.194717,43.576340,-1.191864,13.530561,,,,,,,1956,1046,3069,2502,2023,2116,,0,,,,0.05,,0.01,0.25,0.73,1.86
84,0,,0.000,0,0,0.015117,-2.854516,2.877259,1.372241,-0.037294,0.230136,0.013914,-2.857493,2.867397,1.368820,-0.037560,0.229419,0.013914,-2.857493,2.867397,1.368820,-0.037560,0.229419,0.013914,-2.857493,2.867397,1.368820,-0.037560,0.229419,0.442909,-90.956825,91.272064,43.570908,-1.195557,13.495255,,,,,,,1956,1045,3070,2502,2023,2116,,0,,,,0.06,,0.01,0.25,0.66,1.83
85,0,,0.000,0,0,0.015103,-2.854720,2.877640,1.372233,-0.037298,0.230127,0.013532,-2.860727,2.870251,1.368568,-0.037709,0.228879,0.013532,-2.860727,2.870251,1.368568,-0.037709,0.228879,0.013532,-2.860727,2.870251,1.368568,-0.037709,0.228879,0.430725,-91.059776,91.362915,43.562881,-1.200310,13.463458,,,,,,,1956,1044,3071,2502,2022,2115,,0,,,,0.05,,0.01,0.25,0.68,1.77
86,0,,0.000,0,0,0.015083,-2.855569,2.878679,1.372221,-0.037304,0.230107,0.013090,-2.864152,2.873214,1.368165,-0.037886,0.228486,0.013090,-2.864152,2.873214,1.368165,-0.037886,0.228486,0.013090,-2.864152,2.873214,1.368165,-0.037886,0.228486,0.416656,-91.168800,91.457230,43.550034,-1.205948,13.440355,,,,,,,1956,1043,3072,2501,2022,2115,,0,,,,0.05,,0.01,0.24,0.64,1.71
87,0,,0.000,0,0,0.015060,-2.857098,2.880270,1.372205,-0.037313,0.230083,0.012623,-2.867230,2.875851,1.367727,-0.038079,0.228263,0.012623,-2.867230,2.875851,1.367727,-0.038079,0.228263,0.012623,-2.867230,2.875851,1.367727,-0.038079,0.228263,0.401794,-91.266769,91.541199,43.536102,-1.212082,13.427263,,,,,,,1956,1042,3073,2501,2022,2115,,0,,,,0.05,,0.01,0.24,0.65,1.74
88,0,,0.000,0,0,0.015030,-2.859306,2.882415,1.372180,-0.037325,0.230053,0.012168,-2.869175,2.877500,1.367442,-0.038270,0.228227,0.012168,-2.869175,2.877500,1.367442,-0.038270,0.228227,0.012168,-2.869175,2.877500,1.367442,-0.038270,0.228227,0.387337,-91.328690,91.593674,43.527039,-1.218185,13.425138,,,,,,,1956,1041,3073,2501,2022,2115,,0,,,,0.05,,0.01,0.24,0.64,1.74
89,0,,0.000,0,0,0.014994,-2.861650,2.884615,1.372151,-0.037340,0.230022,0.011714,-2.868939,2.877247,1.367560,-0.038438,0.228456,0.011714,-2.868939,2.877247,1.367560,-0.038438,0.228456,0.011714,-2.868939,2.877247,1.367560,-0.038438,0.228456,0.372871,-91.321167,91.585602,43.530777,-1.223503,13.438577,,,,,,,1955,1041,3073,2501,2022,2115,,0,,,,0.05,,0.01,0.24,0.65,1.69
90,1,,0.000,0,0,0.014955,-2.863425,2.886245,1.372124,-0.037357,0.229996,0.016768,-2.868982,2.876277,1.371120,-0.037401,0.229706,0.016768,-2.868982,2.876277,1.371120,-0.037401,0.229706,0.016768,-2.868982,2.876276,1.371120,-0.037401,0.229706,0.533737,-91.322525,91.554718,43.644104,-1.190521,13.512111,,,,,,,1957,1041,3073,2503,2023,2116,,0,90,3.020000,0.0,0.05,92.37,1.19,0.46,1.23,96.51
91,0,,0.000,0,0,0.014963,-2.864726,2.887217,1.372143,-0.037362,0.229986,0.016744,-2.867469,2.874846,1.371768,-0.037364,0.229837,0.016744,-2.867469,2.874846,1.371768,-0.037364,0.229837,0.016744,-2.867469,2.874846,1.371768,-0.037364,0.229837,0.532982,-91.274376,91.509201,43.664719,-1.189354,13.519820,,,,,,,1957,1042,3072,2503,2023,2116,,0,,,,0.06,,0.01,0.26,0.76,2.08
92,0,,0.000,0,0,0.014987,-2.865308,2.887446,1.372184,-0.037362,0.229983,0.016638,-2.861843,2.869783,1.372631,-0.037273,0.230756,0.016638,-2.861843,2.869783,1.372631,-0.037273,0.230756,0.016638,-2.861843,2.869783,1.372631,-0.037273,0.230756,0.529602,-91.095284,91.348022,43.692200,-1.186424,13.573855,,,,,,,1957,1044,3070,2503,2023,2117,,0,,,,0.05,,0.01,0.27,0.73,1.86
93,0,,0.000,0,0,0.015007,-2.865360,2.887437,1.372234,-0.037361,0.229992,0.016287,-2.850866,2.859976,1.374227,-0.037070,0.232791,0.016287,-2.850866,2.859976,1.374227,-0.037070,0.232791,0.016287,-2.850866,2.859977,1.374227,-0.037070,0.232791,0.518440,-90.745865,91.035873,43.742996,-1.179970,13.693583,,,,,,,1957,1048,3067,2504,2023,2119,,0,,,,0.05,,0.01,0.25,0.70,1.75
94,0,,0.000,0,0,0.015025,-2.863710,2.885923,1.372522,-0.037356,0.230193,0.015721,-2.833427,2.844426,1.377054,-0.036725,0.236188,0.015721,-2.833427,2.844426,1.377054,-0.036725,0.236188,0.015721,-2.833427,2.844426,1.377054,-0.036725,0.236188,0.500420,-90.190773,90.540894,43.832993,-1.168983,13.893429,,,,,,,1957,1054,3062,2505,2023,2122,,0,,,,0.05,,0.01,0.24,0.69,2.05
95,0,,0.000,0,0,0.015036,-2.858276,2.880919,1.373436,-0.037347,0.231118,0.015063,-2.808483,2.822143,1.381363,-0.036202,0.241144,0.015063,-2.808483,2.822143,1.381363,-0.036202,0.241144,0.015063,-2.808483,2.822143,1.381363,-0.036202,0.241144,0.479469,-89.396774,89.831619,43.970139,-1.152359,14.184958,,,,,,,1956,1063,3054,2506,2023,2126,,0,,,,0.06,,0.01,0.35,0.73,1.97
96,0,,0.000,0,0,0.015038,-2.848312,2.871708,1.375188,-0.037330,0.233058,0.014259,-2.775239,2.792363,1.387298,-0.035495,0.247823,0.014259,-2.775239,2.792363,1.387298,-0.035495,0.247823,0.014259,-2.775239,2.792362,1.387298,-0.035495,0.247823,0.453865,-88.338593,88.883667,44.159073,-1.129829,14.577847,,,,,,,1956,1075,3043,2508,2024,2132,,0,,,,0.05,,0.01,0.30,0.67,2.07
97,0,,0.000,0,0,0.015030,-2.831280,2.855926,1.378293,-0.037302,0.236556,0.013106,-2.733246,2.754621,1.395028,-0.034591,0.256320,0.013106,-2.733246,2.754621,1.395028,-0.034591,0.256320,0.013106,-2.733246,2.754621,1.395028,-0.034591,0.256320,0.417183,-87.001930,87.682297,44.405121,-1.101067,15.077650,,,,,,,1956,1090,3030,2511,2024,2139,,0,,,,0.07,,0.01,0.31,0.72,1.87
98,0,,0.000,0,0,0.015009,-2.807166,2.833547,1.382810,-0.037152,0.241619,0.011611,-2.682163,2.708519,1.404545,-0.033480,0.266702,0.011611,-2.682163,2.708519,1.404545,-0.033480,0.266702,0.011611,-2.682163,2.708519,1.404545,-0.033480,0.266702,0.369583,-85.375908,86.214828,44.708038,-1.065704,15.688342,,,,,,,1955,1108,3013,2515,2025,2148,,0,,,,0.05,,0.01,0.26,0.65,1.77
99,0,,0.000,0,0,0.014971,-2.777311,2.805839,1.388505,-0.036775,0.247939,0.009900,-2.621828,2.653872,1.415796,-0.032153,0.279008,0.009900,-2.621828,2.653872,1.415796,-0.032153,0.279008,0.009900,-2.621828,2.653872,1.415796,-0.032153,0.279008,0.315117,-83.455368,84.475372,45.066162,-1.023453,16.412235,,,,,,,1955,1129,2994,2519,2026,2159,,0,,,,0.05,,0.01,0.35,0.68,2.06
100,0,,0.000,0,0,0.014851,-2.736909,2.768310,1.396291,-0.036068,0.256524,0.008137,-2.552408,2.590838,1.428921,-0.030610,0.293223,0.008137,-2.552408,2.590838,1.428921,-0.030610,0.293223,0.008137,-2.552408,2.590838,1.428921,-0.030610,0.293223,0.259003,-81.245659,82.468933,45.483948,-0.974342,17.248425,,,,,,,1954,1154,2972,2524,2027,2171,,0,,,,0.06,,0.01,0.28,0.67,1.81
101,0,,0.000,0,0,0.014398,-2.687943,2.722787,1.405787,-0.035077,0.266941,0.006235,-2.474252,2.519802,1.444131,-0.028862,0.309296,0.006235,-2.474252,2.519802,1.444131,-0.028862,0.309296,0.006235,-2.474251,2.519802,1.444131,-0.028862,0.309296,0.198471,-78.757866,80.207779,45.968109,-0.918716,18.193880,,,,,,,1954,1182,2947,2529,2028,2185,,0,,,,0.06,,0.01,0.24,0.71,1.74
102,0,,0.000,0,0,0.013577,-2.633796,2.672468,1.416395,-0.033905,0.278458,0.004136,-2.387746,2.441153,1.461356,-0.026923,0.327130,0.004136,-2.387746,2.441153,1.461356,-0.026923,0.327130,0.004136,-2.387746,2.441153,1.461356,-0.026923,0.327130,0.131653,-76.004326,77.704315,46.516418,-0.857002,19.242937,,,,,,,1953,1213,2919,2535,2029,2200,,0,,,,0.05,,0.01,0.27,0.69,1.78
103,0,,0.000,0,0,0.012313,-2.566895,2.610328,1.429706,-0.032408,0.292692,0.001858,-2.293332,2.355312,1.480361,-0.024805,0.346564,0.001858,-2.293332,2.355312,1.480361,-0.024805,0.346564,0.001858,-2.293332,2.355312,1.480361,-0.024805,0.346564,0.059128,-72.999031,74.971909,47.121353,-0.789574,20.386112,,,,,,,1953,1247,2889,2542,2031,2217,,0,,,,0.05,,0.01,0.28,0.65,1.73
104,0,,0.000,0,0,0.010730,-2.491571,2.540436,1.444895,-0.030695,0.308694,-0.000493,-2.191591,2.262828,1.500889,-0.022500,0.367380,-0.000493,-2.191591,2.262828,1.500889,-0.022500,0.367380,-0.000493,-2.191591,2.262828,1.500889,-0.022500,0.367380,-0.015678,-69.760498,72.028046,47.774765,-0.716194,21.610561,,,,,,,1952,1283,2856,2550,2032,2235,,0,,,,0.05,,0.01,0.25,0.71,1.84
105,0,,0.000,0,0,0.009005,-2.413108,2.467777,1.460857,-0.028898,0.325292,-0.002753,-2.083248,2.164386,1.522822,-0.020008,0.389400,-0.002753,-2.083248,2.164386,1.522822,-0.020008,0.389400,-0.002753,-2.083249,2.164386,1.522822,-0.020008,0.389400,-0.087646,-66.311859,68.894531,48.472916,-0.636871,22.905884,,,,,,,1951,1322,2821,2558,2034,2254,,0,,,,0.05,,0.01,0.32,0.72,1.84
106,0,,0.000,0,0,0.006986,-2.321038,2.382664,1.479702,-0.026770,0.344660,-0.004918,-1.969080,2.060714,1.546081,-0.017347,0.412457,-0.004918,-1.969080,2.060714,1.546081,-0.017347,0.412457,-0.004918,-1.969080,2.060714,1.546081,-0.017347,0.412457,-0.156548,-62.677776,65.594543,49.213287,-0.552162,24.262152,,,,,,,1951,1363,2785,2566,2036,2273,,0,,,,0.06,,0.01,0.26,0.70,1.77
107,0,,0.000,0,0,0.004887,-2.221877,2.291176,1.500066,-0.024460,0.365363,-0.007113,-1.849837,1.952487,1.570439,-0.014539,0.436375,-0.007113,-1.849837,1.952487,1.570439,-0.014539,0.436375,-0.007113,-1.849837,1.952487,1.570439,-0.014539,0.436375,-0.226395,-58.882153,62.149597,49.988632,-0.462791,25.669092,,,,,,,1950,1406,2746,2575,2038,2294,,0,,,,0.05,,0.01,0.25,0.70,1.86
108,0,,0.000,0,0,0.002874,-2.122467,2.199698,1.520519,-0.022125,0.385938,-0.009395,-1.726309,1.840388,1.595620,-0.011610,0.461022,-0.009395,-1.726309,1.840388,1.595620,-0.011610,0.461022,-0.009395,-1.726309,1.840388,1.595620,-0.011610,0.461022,-0.299057,-54.950119,58.581360,50.790161,-0.369560,27.118938,,,,,,,1949,1450,2707,2584,2039,2315,,0,,,,0.06,,0.02,0.35,0.88,2.14
109,0,,0.000,0,0,0.000672,-2.009803,2.096233,1.543726,-0.019458,0.409071,-0.011743,-1.599378,1.725166,1.621313,-0.008583,0.486303,-0.011743,-1.599378,1.725166,1.621313,-0.008583,0.486303,-0.011743,-1.599378,1.725166,1.621313,-0.008583,0.486303,-0.373795,-50.909771,54.913742,51.608002,-0.273216,28.606071,,,,,,,1949,1495,2666,2594,2041,2337,,0,,,,0.06,,0.02,0.32,0.67,1.85
110,0,,0.000,0,0,-0.001574,-1.892159,1.988411,1.567886,-0.016656,0.433040,-0.014170,-1.470047,1.607711,1.647338,-0.005486,0.512113,-0.014170,-1.470047,1.607711,1.647338,-0.005486,0.512113,-0.014170,-1.470047,1.607711,1.647338,-0.005486,0.512113,-0.451042,-46.793045,51.175018,52.436386,-0.174644,30.124273,,,,,,,1948,1542,2625,2603,2043,2359,,0,,,,0.05,,0.01,0.27,0.70,1.73
111,0,,0.000,0,0,-0.003738,-1.777443,1.883505,1.591317,-0.013914,0.456267,-0.016659,-1.339387,1.489012,1.673592,-0.002347,0.538342,-0.016659,-1.339387,1.489012,1.673592,-0.002347,0.538342,-0.016659,-1.339387,1.489012,1.673592,-0.002347,0.538342,-0.530258,-42.633999,47.396744,53.272079,-0.074715,31.667185,,,,,,,1947,1588,2583,2613,2045,2382,,0,,,,0.05,,0.01,0.24,0.71,2.24
112,0,,0.000,0,0,-0.006118,-1.650857,1.767913,1.617042,-0.010877,0.481832,-0.019113,-1.208492,1.370080,1.699924,0.000808,0.564797,-0.019113,-1.208492,1.370080,1.699924,0.000808,0.564797,-0.019113,-1.208492,1.370080,1.699924,0.000808,0.564797,-0.608376,-38.467495,43.611008,54.110260,0.025711,33.223358,,,,,,,1946,1635,2541,2622,2048,2405,,0,,,,0.05,,0.02,0.38,0.91,2.21
113,0,,0.000,0,0,-0.008536,-1.522017,1.650470,1.643081,-0.007781,0.507831,-0.021566,-1.078412,1.251883,1.726109,0.003949,0.591216,-0.021566,-1.078412,1.251883,1.726109,0.003949,0.591216,-0.021566,-1.078412,1.251883,1.726110,0.003949,0.591216,-0.686470,-34.326912,39.848679,54.943771,0.125694,34.777420,,,,,,,1946,1682,2499,2632,2050,2427,,0,,,,0.05,,0.01,0.30,0.68,1.75
114,0,,0.000,0,0,-0.010833,-1.399436,1.538972,1.667747,-0.004833,0.532572,-0.024099,-0.950124,1.135352,1.751862,0.007052,0.617354,-0.024099,-0.950124,1.135352,1.751862,0.007052,0.617354,-0.024099,-0.950124,1.135352,1.751862,0.007052,0.617354,-0.767097,-30.243393,36.139389,55.763504,0.224472,36.314957,,,,,,,1945,1728,2458,2641,2052,2450,,0,,,,0.05,,0.01,0.28,0.70,1.74
