step,boundary,start_monotonic,lateness_ms,overrun,reanchored,measured_act_shoulder_pan,measured_act_shoulder_lift,measured_act_elbow_flex,measured_act_wrist_flex,measured_act_wrist_roll,measured_act_gripper,policy_act_shoulder_pan,policy_act_shoulder_lift,policy_act_elbow_flex,policy_act_wrist_flex,policy_act_wrist_roll,policy_act_gripper,requested_act_shoulder_pan,requested_act_shoulder_lift,requested_act_elbow_flex,requested_act_wrist_flex,requested_act_wrist_roll,requested_act_gripper,executed_act_shoulder_pan,executed_act_shoulder_lift,executed_act_elbow_flex,executed_act_wrist_flex,executed_act_wrist_roll,executed_act_gripper,sent_physical_shoulder_pan,sent_physical_shoulder_lift,sent_physical_elbow_flex,sent_physical_wrist_flex,sent_physical_wrist_roll,sent_physical_gripper,returned_physical_shoulder_pan,returned_physical_shoulder_lift,returned_physical_elbow_flex,returned_physical_wrist_flex,returned_physical_wrist_roll,returned_physical_gripper,raw_goal_ticks_shoulder_pan,raw_goal_ticks_shoulder_lift,raw_goal_ticks_elbow_flex,raw_goal_ticks_wrist_flex,raw_goal_ticks_wrist_roll,raw_goal_ticks_gripper,hold_reason,consecutive_holds,frame_seq,frame_unix_time,frame_age_ms,read_ms,observe_ms,infer_ms,gate_ms,send_ms,step_ms
10,0,0.3333333333333333,-28.723,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021741,-2.842648,2.890678,1.372892,-0.037190,0.232023,0.021741,-2.842648,2.890678,1.372892,-0.037190,0.232023,0.021741,-2.842648,2.890678,1.372891,-0.037190,0.232023,0.692032,-90.484283,92.013138,43.700485,-1.183784,13.648420,0.692032,-90.484283,92.013138,43.700485,-1.183784,13.648420,1958,1050,3078,2503,2023,2118,,0,,,,1.95,,0.03,0.52,1.73,33.17
11,0,0.36666666666666664,-29.059,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.022244,-2.843664,2.889917,1.373673,-0.037157,0.232404,0.022244,-2.843664,2.889917,1.373673,-0.037157,0.232404,0.022244,-2.843664,2.889917,1.373673,-0.037157,0.232404,0.708046,-90.516640,91.988892,43.725357,-1.182747,13.670815,0.708046,-90.516640,91.988892,43.725357,-1.182747,13.670815,1958,1050,3078,2503,2023,2119,,0,,,,1.66,,0.03,0.53,1.67,33.14
12,0,0.4,-29.428,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.022722,-2.844682,2.889180,1.374453,-0.037136,0.232496,0.022722,-2.844682,2.889180,1.374453,-0.037136,0.232496,0.022722,-2.844682,2.889180,1.374452,-0.037136,0.232496,0.723251,-90.549026,91.965454,43.750183,-1.182076,13.676256,0.723251,-90.549026,91.965454,43.750183,-1.182076,13.676256,1959,1050,3077,2504,2023,2119,,0,,,,1.52,,0.03,0.40,1.60,33.14
13,0,0.43333333333333335,-29.232,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.023056,-2.845661,2.888545,1.375142,-0.037136,0.232349,0.023056,-2.845661,2.888545,1.375142,-0.037136,0.232349,0.023056,-2.845661,2.888545,1.375142,-0.037136,0.232349,0.733887,-90.580215,91.945251,43.772141,-1.182076,13.667586,0.733887,-90.580215,91.945251,43.772141,-1.182076,13.667586,1959,1049,3077,2504,2023,2118,,0,,,,1.64,,0.03,0.46,1.63,33.15
14,0,0.4666666666666667,-29.373,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.023207,-2.846548,2.888099,1.375740,-0.037141,0.232000,0.023207,-2.846548,2.888099,1.375740,-0.037141,0.232000,0.023207,-2.846548,2.888099,1.375740,-0.037141,0.232000,0.738716,-90.608421,91.931061,43.791168,-1.182220,13.647064,0.738716,-90.608421,91.931061,43.791168,-1.182220,13.647064,1959,1049,3077,2504,2023,2118,,0,,,,1.53,,0.03,0.44,1.63,33.22
15,0,0.5,-29.273,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.023221,-2.847336,2.887885,1.376244,-0.037154,0.231502,0.023221,-2.847336,2.887885,1.376244,-0.037154,0.231502,0.023221,-2.847336,2.887885,1.376243,-0.037154,0.231502,0.739136,-90.633530,91.924240,43.807190,-1.182648,13.617754,0.739136,-90.633530,91.924240,43.807190,-1.182648,13.617754,1959,1049,3077,2504,2023,2118,,0,,,,1.54,,0.02,0.52,1.63,33.14
16,0,0.5333333333333333,-29.476,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.023139,-2.847974,2.887887,1.376598,-0.037175,0.230916,0.023139,-2.847974,2.887887,1.376598,-0.037175,0.230916,0.023139,-2.847974,2.887887,1.376599,-0.037176,0.230916,0.736526,-90.653824,91.924286,43.818481,-1.183334,13.583270,0.736526,-90.653824,91.924286,43.818481,-1.183334,13.583270,1959,1049,3077,2505,2023,2117,,0,,,,1.51,,0.02,0.40,1.59,33.16
17,0,0.5666666666666667,-29.409,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.022965,-2.848419,2.888065,1.376742,-0.037199,0.230295,0.022965,-2.848419,2.888065,1.376742,-0.037199,0.230295,0.022965,-2.848419,2.888065,1.376742,-0.037199,0.230295,0.730988,-90.667984,91.929962,43.823059,-1.184097,13.546753,0.730988,-90.667984,91.929962,43.823059,-1.184097,13.546753,1959,1048,3077,2505,2023,2117,,0,,,,1.55,,0.03,0.42,1.60,33.21
18,0,0.6,-29.210,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.022696,-2.848646,2.888377,1.376692,-0.037222,0.229681,0.022696,-2.848646,2.888377,1.376692,-0.037222,0.229681,0.022696,-2.848646,2.888377,1.376693,-0.037222,0.229681,0.722443,-90.675232,91.939896,43.821472,-1.184807,13.510653,0.722443,-90.675232,91.939896,43.821472,-1.184807,13.510653,1959,1048,3077,2505,2023,2116,,0,,,,1.52,,0.03,0.44,1.70,33.10
19,0,0.6333333333333333,-29.377,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.022349,-2.848698,2.888767,1.376527,-0.037240,0.229094,0.022349,-2.848698,2.888767,1.376527,-0.037240,0.229094,0.022349,-2.848698,2.888767,1.376527,-0.037240,0.229094,0.711380,-90.676880,91.952316,43.816223,-1.185379,13.476133,0.711380,-90.676880,91.952316,43.816223,-1.185379,13.476133,1958,1048,3077,2504,2023,2116,,0,,,,1.59,,0.02,0.41,1.59,33.18
20,0,0.6666666666666666,-29.175,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021909,-2.848614,2.889182,1.376327,-0.037251,0.228527,0.021909,-2.848614,2.889182,1.376327,-0.037251,0.228527,0.021909,-2.848614,2.889182,1.376327,-0.037251,0.228527,0.697395,-90.674179,91.965515,43.809845,-1.185730,13.442776,0.697395,-90.674179,91.965515,43.809845,-1.185730,13.442776,1958,1048,3077,2504,2023,2115,,0,,,,1.47,,0.03,0.63,1.70,33.18
21,0,0.7,-28.910,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021419,-2.848411,2.889534,1.376171,-0.037250,0.228000,0.021419,-2.848411,2.889534,1.376171,-0.037250,0.228000,0.021419,-2.848411,2.889534,1.376171,-0.037250,0.228000,0.681793,-90.667725,91.976715,43.804901,-1.185692,13.411772,0.681793,-90.667725,91.976715,43.804901,-1.185692,13.411772,1958,1048,3077,2504,2023,2115,,0,,,,1.56,,0.16,0.54,1.80,33.19
22,0,0.7333333333333333,-28.817,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020992,-2.848134,2.889783,1.376162,-0.037229,0.227573,0.020992,-2.848134,2.889783,1.376162,-0.037229,0.227573,0.020992,-2.848134,2.889783,1.376162,-0.037229,0.227573,0.668182,-90.658928,91.984650,43.804611,-1.185028,13.386637,0.668182,-90.658928,91.984650,43.804611,-1.185028,13.386637,1958,1048,3078,2504,2023,2114,,0,,,,1.67,,0.03,0.52,1.95,33.16
23,0,0.7666666666666667,-28.490,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020715,-2.847826,2.889927,1.376344,-0.037187,0.227301,0.020715,-2.847826,2.889927,1.376344,-0.037187,0.227301,0.020715,-2.847826,2.889926,1.376345,-0.037187,0.227301,0.659370,-90.649132,91.989212,43.810410,-1.183693,13.370654,0.659370,-90.649132,91.989212,43.810410,-1.183693,13.370654,1958,1049,3078,2504,2023,2114,,0,,,,1.79,,0.03,0.47,1.85,32.85
24,0,0.8,-28.769,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020611,-2.847502,2.889959,1.376651,-0.037123,0.227182,0.020611,-2.847502,2.889959,1.376651,-0.037123,0.227182,0.020611,-2.847502,2.889959,1.376651,-0.037123,0.227182,0.656059,-90.638786,91.990234,43.820160,-1.181671,13.363653,0.656059,-90.638786,91.990234,43.820160,-1.181671,13.363653,1958,1049,3078,2505,2023,2114,,0,,,,1.70,,0.04,0.48,1.96,33.15
25,0,0.8333333333333334,-28.768,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020672,-2.847157,2.889883,1.376968,-0.037044,0.227151,0.020672,-2.847157,2.889883,1.376968,-0.037044,0.227151,0.020672,-2.847157,2.889883,1.376968,-0.037044,0.227151,0.658012,-90.627808,91.987839,43.830246,-1.179138,13.361838,0.658012,-90.627808,91.987839,43.830246,-1.179138,13.361838,1958,1049,3078,2505,2023,2114,,0,,,,1.77,,0.04,0.50,1.88,33.45
26,0,0.8666666666666667,-28.839,0,0,0.025821,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020833,-2.846829,2.889748,1.377259,-0.036960,0.227134,0.020833,-2.846829,2.889748,1.377259,-0.036960,0.227134,0.020833,-2.846829,2.889748,1.377259,-0.036960,0.227134,0.663124,-90.617378,91.983536,43.839508,-1.176483,13.360846,0.663124,-90.617378,91.983536,43.839508,-1.176483,13.360846,1958,1049,3078,2505,2023,2114,,0,,,,1.57,,0.03,0.51,1.76,32.85
27,0,0.9,-29.436,0,0,0.025821,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020997,-2.846559,2.889587,1.377517,-0.036885,0.227090,0.020997,-2.846559,2.889587,1.377517,-0.036885,0.227090,0.020997,-2.846559,2.889587,1.377517,-0.036885,0.227090,0.668350,-90.608788,91.978424,43.847733,-1.174072,13.358248,0.668350,-90.608788,91.978424,43.847733,-1.174072,13.358248,1958,1049,3077,2505,2023,2114,,0,,,,1.55,,0.02,0.40,1.61,33.17
28,0,0.9333333333333333,-29.391,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021088,-2.846388,2.889420,1.377752,-0.036821,0.227020,0.021088,-2.846388,2.889420,1.377752,-0.036821,0.227020,0.021088,-2.846388,2.889419,1.377752,-0.036821,0.227020,0.671242,-90.603348,91.973083,43.855194,-1.172035,13.354111,0.671242,-90.603348,91.973083,43.855194,-1.172035,13.354111,1958,1049,3077,2505,2023,2114,,0,,,,1.51,,0.03,0.41,1.65,33.13
29,0,0.9666666666666667,-29.460,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021122,-2.846355,2.889266,1.377976,-0.036770,0.226926,0.021122,-2.846355,2.889266,1.377976,-0.036770,0.226926,0.021122,-2.846355,2.889266,1.377976,-0.036770,0.226926,0.672356,-90.602303,91.968185,43.862335,-1.170441,13.348588,0.672356,-90.602303,91.968185,43.862335,-1.170441,13.348588,1958,1049,3077,2505,2023,2114,,0,,,,1.50,,0.03,0.41,1.62,33.24
30,0,1.0,-29.245,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021143,-2.846479,2.889141,1.378192,-0.036733,0.226780,0.021143,-2.846479,2.889141,1.378192,-0.036733,0.226780,0.021143,-2.846479,2.889141,1.378192,-0.036733,0.226780,0.673004,-90.606239,91.964218,43.869202,-1.169258,13.340014,0.673004,-90.606239,91.964218,43.869202,-1.169258,13.340014,1958,1049,3077,2505,2023,2114,,0,,,,1.57,,0.03,0.42,1.64,33.10
31,0,1.0333333333333334,-29.430,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021172,-2.846726,2.889035,1.378332,-0.036707,0.226501,0.021172,-2.846726,2.889035,1.378332,-0.036707,0.226501,0.021172,-2.846726,2.889035,1.378332,-0.036707,0.226501,0.673927,-90.614098,91.960846,43.873672,-1.168434,13.323575,0.673927,-90.614098,91.960846,43.873672,-1.168434,13.323575,1958,1049,3077,2505,2023,2113,,0,,,,1.54,,0.02,0.41,1.62,33.19
32,0,1.0666666666666667,-29.401,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021204,-2.847024,2.888927,1.378310,-0.036698,0.226088,0.021204,-2.847024,2.888927,1.378310,-0.036698,0.226088,0.021204,-2.847024,2.888927,1.378310,-0.036698,0.226088,0.674942,-90.623581,91.957397,43.872986,-1.168129,13.299319,0.674942,-90.623581,91.957397,43.872986,-1.168129,13.299319,1958,1049,3077,2505,2023,2113,,0,,,,1.61,,0.02,0.41,1.60,33.25
33,0,1.1,-29.358,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021222,-2.847301,2.888783,1.378064,-0.036708,0.225685,0.021222,-2.847301,2.888783,1.378064,-0.036708,0.225685,0.021222,-2.847301,2.888783,1.378064,-0.036708,0.225685,0.675514,-90.632416,91.952820,43.865158,-1.168442,13.275570,0.675514,-90.632416,91.952820,43.865158,-1.168442,13.275570,1958,1049,3077,2505,2023,2113,,0,,,,1.55,,0.02,0.44,1.58,33.13
34,0,1.1333333333333333,-29.241,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021212,-2.847537,2.888590,1.377619,-0.036734,0.225507,0.021212,-2.847537,2.888590,1.377619,-0.036734,0.225507,0.021212,-2.847537,2.888590,1.377619,-0.036734,0.225507,0.675201,-90.639915,91.946671,43.850967,-1.169273,13.265130,0.675201,-90.639915,91.946671,43.850967,-1.169273,13.265130,1958,1049,3077,2505,2023,2113,,0,,,,1.53,,0.03,0.53,1.67,33.16
35,0,1.1666666666666667,-29.338,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021139,-2.847772,2.888354,1.377089,-0.036768,0.225725,0.021139,-2.847772,2.888354,1.377089,-0.036768,0.225725,0.021139,-2.847772,2.888354,1.377089,-0.036768,0.225725,0.672890,-90.647385,91.939163,43.834106,-1.170372,13.277912,0.672890,-90.647385,91.939163,43.834106,-1.170372,13.277912,1958,1049,3077,2505,2023,2113,,0,,,,1.62,,0.02,0.41,1.61,33.22
36,0,1.2,-28.776,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021014,-2.848058,2.888099,1.376618,-0.036801,0.226379,0.021014,-2.848058,2.888099,1.376618,-0.036801,0.226379,0.021014,-2.848058,2.888099,1.376618,-0.036801,0.226379,0.668907,-90.656509,91.931046,43.819122,-1.171402,13.316387,0.668907,-90.656509,91.931046,43.819122,-1.171402,13.316387,1958,1049,3077,2505,2023,2113,,0,,,,1.41,,0.02,0.44,2.28,33.14
37,0,1.2333333333333334,-28.862,0,0,0.025821,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020861,-2.848429,2.887892,1.376336,-0.036820,0.227362,0.020861,-2.848429,2.887892,1.376336,-0.036820,0.227362,0.020861,-2.848429,2.887892,1.376336,-0.036820,0.227362,0.664032,-90.668297,91.924469,43.810135,-1.172028,13.374215,0.664032,-90.668297,91.924469,43.810135,-1.172028,13.374215,1958,1048,3077,2504,2023,2114,,0,,,,1.57,,0.03,0.42,2.05,33.10
38,0,1.2666666666666666,-29.466,0,0,0.025821,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020778,-2.848902,2.887795,1.376321,-0.036820,0.228419,0.020778,-2.848902,2.887795,1.376321,-0.036820,0.228419,0.020778,-2.848902,2.887795,1.376321,-0.036820,0.228419,0.661400,-90.683380,91.921356,43.809662,-1.172012,13.436428,0.661400,-90.683380,91.921356,43.809662,-1.172012,13.436428,1958,1048,3077,2504,2023,2115,,0,,,,1.45,,0.02,0.40,1.68,33.20
39,0,1.3,-29.221,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020864,-2.849409,2.887778,1.376477,-0.036794,0.229252,0.020864,-2.849409,2.887778,1.376477,-0.036794,0.229252,0.020864,-2.849409,2.887778,1.376477,-0.036794,0.229252,0.664116,-90.699516,91.920822,43.814606,-1.171188,13.485414,0.664116,-90.699516,91.920822,43.814606,-1.171188,13.485414,1958,1048,3077,2504,2023,2116,,0,,,,1.48,,0.02,0.40,1.77,33.20
40,0,1.3333333333333333,-29.551,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021132,-2.849785,2.887706,1.376510,-0.036743,0.229663,0.021132,-2.849785,2.887706,1.376510,-0.036743,0.229663,0.021132,-2.849785,2.887706,1.376510,-0.036743,0.229663,0.672653,-90.711472,91.918518,43.815689,-1.169556,13.509604,0.672653,-90.711472,91.918518,43.815689,-1.169556,13.509604,1958,1048,3077,2504,2023,2116,,0,,,,1.44,,0.02,0.42,1.56,33.14
41,0,1.3666666666666667,-29.505,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021495,-2.849934,2.887505,1.376229,-0.036675,0.229599,0.021495,-2.849934,2.887505,1.376229,-0.036675,0.229599,0.021495,-2.849934,2.887505,1.376229,-0.036675,0.229599,0.684212,-90.716209,91.912155,43.806717,-1.167412,13.505804,0.684212,-90.716209,91.912155,43.806717,-1.167412,13.505804,1958,1048,3077,2504,2023,2116,,0,,,,1.51,,0.02,0.41,1.57,33.24
42,0,1.4,-29.277,0,0,0.025821,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021737,-2.849861,2.887199,1.375624,-0.036609,0.229120,0.021737,-2.849861,2.887199,1.375624,-0.036609,0.229120,0.021737,-2.849861,2.887199,1.375624,-0.036609,0.229120,0.691917,-90.713898,91.902405,43.787476,-1.165306,13.477635,0.691917,-90.713898,91.902405,43.787476,-1.165306,13.477635,1958,1048,3077,2504,2023,2116,,0,,,,1.60,,0.03,0.42,1.58,33.11
43,0,1.4333333333333333,-29.292,0,0,0.025821,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021721,-2.849668,2.886882,1.374839,-0.036564,0.228317,0.021721,-2.849668,2.886882,1.374839,-0.036564,0.228317,0.021721,-2.849668,2.886882,1.374839,-0.036564,0.228317,0.691391,-90.707741,91.892303,43.762482,-1.163879,13.430410,0.691391,-90.707741,91.892303,43.762482,-1.163879,13.430410,1958,1048,3077,2504,2023,2115,,0,,,,1.62,,0.03,0.41,1.65,33.18
44,0,1.4666666666666666,-28.923,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021506,-2.849464,2.886635,1.374012,-0.036551,0.227275,0.021506,-2.849464,2.886635,1.374012,-0.036551,0.227275,0.021506,-2.849464,2.886635,1.374012,-0.036551,0.227275,0.684547,-90.701263,91.884445,43.736145,-1.163445,13.369125,0.684547,-90.701263,91.884445,43.736145,-1.163445,13.369125,1958,1048,3076,2504,2023,2114,,0,,,,1.60,,0.03,0.43,1.83,33.18
45,0,1.5,-29.020,0,0,0.022378,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021327,-2.849325,2.886505,1.373294,-0.036564,0.226114,0.021327,-2.849325,2.886505,1.373294,-0.036564,0.226114,0.021327,-2.849325,2.886505,1.373294,-0.036564,0.226114,0.678848,-90.696838,91.880325,43.713303,-1.163864,13.300827,0.678848,-90.696838,91.880325,43.713303,-1.163864,13.300827,1958,1048,3076,2503,2023,2113,,0,,,,1.58,,0.03,0.55,1.72,33.06
46,0,1.5333333333333334,-29.345,0,0,0.025821,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021278,-2.849305,2.886556,1.372872,-0.036600,0.224982,0.021278,-2.849305,2.886556,1.372872,-0.036600,0.224982,0.021278,-2.849305,2.886556,1.372872,-0.036600,0.224982,0.677284,-90.696198,91.881927,43.699875,-1.165024,13.234255,0.677284,-90.696198,91.881927,43.699875,-1.165024,13.234255,1958,1048,3076,2503,2023,2112,,0,,,,1.58,,0.03,0.44,1.60,33.18
47,0,1.5666666666666667,-29.406,0,0,0.025821,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.021221,-2.849419,2.886823,1.372806,-0.036660,0.224000,0.021221,-2.849419,2.886823,1.372806,-0.036660,0.224000,0.021221,-2.849419,2.886823,1.372806,-0.036660,0.224000,0.675499,-90.699821,91.890427,43.697769,-1.166931,13.176497,0.675499,-90.699821,91.890427,43.697769,-1.166931,13.176497,1958,1048,3076,2503,2023,2111,,0,,,,1.51,,0.03,0.44,1.64,33.22
48,0,1.6,-29.355,0,0,0.025821,-2.845322,2.932153,1.373846,-0.037592,0.226589,0.020889,-2.849624,2.887230,1.372976,-0.036746,0.223275,0.020889,-2.849624,2.887230,1.372976,-0.036746,0.223275,0.020889,-2.849624,2.887230,1.372976,-0.036746,0.223275,0.664917,-90.706360,91.903381,43.703186,-1.169655,13.133830,0.664917,-90.706360,91.903381,43.703186,-1.169655,13.133830,1958,1048,3077,2503,2023,2111,,0,,,,1.50,,0.04,0.45,1.62,33.15
