monotonic,measured_shoulder_pan,measured_shoulder_lift,measured_elbow_flex,measured_wrist_flex,measured_wrist_roll,measured_gripper,target_shoulder_pan,target_shoulder_lift,target_elbow_flex,target_wrist_flex,target_wrist_roll,target_gripper,hold_reason,settled
7.715,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
7.748,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
7.782,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
7.815,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
7.848,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
7.882,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
7.915,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
7.949,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
7.982,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.015,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.049,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.082,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.116,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.149,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.182,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.216,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.249,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.283,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.316,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.349,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.383,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.416,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.449,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.483,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.516,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.550,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.583,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.616,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.650,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.683,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.717,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.750,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.783,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.817,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.850,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.884,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.917,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.950,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
8.984,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.017,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.051,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.084,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.117,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.151,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.184,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.218,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.251,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.284,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.318,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.351,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.385,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.418,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.451,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.485,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.518,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.552,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.585,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.618,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.652,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.685,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.719,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.752,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.785,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.819,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.852,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.886,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.919,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.952,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
9.986,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.019,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.053,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.086,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.119,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.153,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.186,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.220,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.253,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.286,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.320,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.353,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.387,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.420,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.453,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.487,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.520,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.554,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.587,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.620,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.654,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.687,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.721,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.754,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.787,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.821,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.854,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.888,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.921,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.954,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
10.988,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.021,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.055,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.088,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.121,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.155,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.188,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.222,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.255,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.288,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.322,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.355,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.388,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.422,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.455,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.489,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.522,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.555,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.589,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.622,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.656,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.689,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.722,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.756,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.789,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.823,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.856,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.889,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.923,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.956,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
11.990,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.023,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.056,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.090,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.123,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.157,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.190,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.223,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.257,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.290,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.323,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.357,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.390,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.424,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.457,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.490,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.524,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.557,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.591,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.624,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.657,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.691,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.724,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.758,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.791,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.824,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.858,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.891,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.925,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.958,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
12.991,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.025,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.058,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.092,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.125,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.158,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.192,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.225,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.259,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.292,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.325,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.359,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.392,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.426,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.459,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.492,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.526,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.559,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.593,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.626,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.659,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.693,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.726,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.760,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.793,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.826,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.860,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.893,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.927,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.960,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
13.993,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.027,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.060,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.094,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.127,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.160,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.194,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.227,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.261,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.294,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.327,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.361,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.394,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.428,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.461,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.494,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.528,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.561,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.595,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.628,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.661,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.695,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.728,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.762,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.795,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.828,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.862,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.895,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.929,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.962,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
14.995,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.029,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.062,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.095,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.129,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.162,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.196,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.229,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.263,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.296,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.329,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.363,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.396,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.430,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.463,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.496,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
15.530,0.055,-90.925,95.405,43.556,-1.099,13.671,0.493,-90.836,91.261,43.644,-1.197,13.534,,0
